idmanzana,ubigeo,distrito,codzona,codmzna,n_hogar,n_pob,estrato,estrato_label
070106009000310,070106,VENTANILLA,009,031,26,95,2,medio bajo
070106009000330,070106,VENTANILLA,009,033,31,102,2,medio bajo
070106009000300,070106,VENTANILLA,009,030,24,92,2,medio bajo
070106009000340,070106,VENTANILLA,009,034,19,81,2,medio bajo
070106009000030,070106,VENTANILLA,009,003,16,77,2,medio bajo
070106009000260,070106,VENTANILLA,009,026,11,53,2,medio bajo
070106009000380,070106,VENTANILLA,009,038,25,75,2,medio bajo
070106009000060,070106,VENTANILLA,009,006,13,53,2,medio bajo
070106009000290,070106,VENTANILLA,009,029,27,107,2,medio bajo
070106009000500,070106,VENTANILLA,009,050,17,61,2,medio bajo
070106008000320,070106,VENTANILLA,008,032,10,30,2,medio bajo
070106009000040,070106,VENTANILLA,009,004,13,41,2,medio bajo
070106008000370,070106,VENTANILLA,008,037,11,38,2,medio bajo
070106008000360,070106,VENTANILLA,008,036,5,17,2,medio bajo
070106009000170,070106,VENTANILLA,009,017,21,81,2,medio bajo
07010600900046E,070106,VENTANILLA,009,046,12,56,2,medio bajo
070106009000370,070106,VENTANILLA,009,037,18,72,2,medio bajo
070106058000420,070106,VENTANILLA,058,042,14,45,1,bajo
070106033000530,070106,VENTANILLA,033,053,4,23,2,medio bajo
070106033000600,070106,VENTANILLA,033,060,18,56,2,medio bajo
07010603300060A,070106,VENTANILLA,033,060,9,30,2,medio bajo
070106033000570,070106,VENTANILLA,033,057,8,28,2,medio bajo
070106033000590,070106,VENTANILLA,033,059,19,60,2,medio bajo
07010603300044A,070106,VENTANILLA,033,044,4,9,2,medio bajo
070106033000550,070106,VENTANILLA,033,055,15,70,2,medio bajo
07010603300034A,070106,VENTANILLA,033,034,4,13,2,medio bajo
070106033000540,070106,VENTANILLA,033,054,8,37,2,medio bajo
070106033000510,070106,VENTANILLA,033,051,15,59,2,medio bajo
070106033000300,070106,VENTANILLA,033,030,14,37,2,medio bajo
070106033000450,070106,VENTANILLA,033,045,13,53,2,medio bajo
07010603300031A,070106,VENTANILLA,033,031,21,84,2,medio bajo
070106033000340,070106,VENTANILLA,033,034,13,59,3,medio
070106033000380,070106,VENTANILLA,033,038,12,41,2,medio bajo
070106033000330,070106,VENTANILLA,033,033,6,18,3,medio
07010603300022A,070106,VENTANILLA,033,022,45,164,3,medio
07010603300059A,070106,VENTANILLA,033,059,10,38,2,medio bajo
07010603300029A,070106,VENTANILLA,033,029,11,51,2,medio bajo
07010603300018A,070106,VENTANILLA,033,018,31,112,2,medio bajo
070106033000490,070106,VENTANILLA,033,049,4,20,2,medio bajo
070106033000370,070106,VENTANILLA,033,037,4,22,2,medio bajo
070106033000360,070106,VENTANILLA,033,036,20,78,2,medio bajo
070106033000470,070106,VENTANILLA,033,047,13,61,2,medio bajo
07010603300049A,070106,VENTANILLA,033,049,2,10,2,medio bajo
070106033000440,070106,VENTANILLA,033,044,28,105,2,medio bajo
070106033000460,070106,VENTANILLA,033,046,13,53,2,medio bajo
070106033000240,070106,VENTANILLA,033,024,15,53,3,medio
070106033000250,070106,VENTANILLA,033,025,4,14,3,medio
070106033000260,070106,VENTANILLA,033,026,21,85,3,medio
07010603300020A,070106,VENTANILLA,033,020,4,22,2,medio bajo
070106076000360,070106,VENTANILLA,076,036,14,43,2,medio bajo
07010600200044D,070106,VENTANILLA,002,044,11,32,2,medio bajo
070106076000320,070106,VENTANILLA,076,032,12,33,2,medio bajo
07010603300014D,070106,VENTANILLA,033,014,32,108,2,medio bajo
070106076000490,070106,VENTANILLA,076,049,22,84,2,medio bajo
070106002000220,070106,VENTANILLA,002,022,12,52,2,medio bajo
070106009000540,070106,VENTANILLA,009,054,25,91,1,bajo
070106002000250,070106,VENTANILLA,002,025,3,12,2,medio bajo
070106058000100,070106,VENTANILLA,058,010,17,56,1,bajo
070106002000010,070106,VENTANILLA,002,001,42,151,2,medio bajo
070106058000280,070106,VENTANILLA,058,028,18,78,2,medio bajo
070106002000090,070106,VENTANILLA,002,009,8,30,2,medio bajo
070106058000020,070106,VENTANILLA,058,002,10,34,1,bajo
070106002000310,070106,VENTANILLA,002,031,9,32,2,medio bajo
070106002000110,070106,VENTANILLA,002,011,13,49,2,medio bajo
07010607600001O,070106,VENTANILLA,076,001,14,36,2,medio bajo
07010607600001I,070106,VENTANILLA,076,001,17,75,2,medio bajo
070106002000020,070106,VENTANILLA,002,002,6,17,2,medio bajo
07010607600001K,070106,VENTANILLA,076,001,18,46,2,medio bajo
070106008000440,070106,VENTANILLA,008,044,13,53,2,medio bajo
070106008000350,070106,VENTANILLA,008,035,10,32,2,medio bajo
070106008000600,070106,VENTANILLA,008,060,9,34,2,medio bajo
070106008000580,070106,VENTANILLA,008,058,12,49,2,medio bajo
07010600800034A,070106,VENTANILLA,008,034,8,40,2,medio bajo
070106076000480,070106,VENTANILLA,076,048,12,35,2,medio bajo
070106002000200,070106,VENTANILLA,002,020,12,50,1,bajo
07010600200029B,070106,VENTANILLA,002,029,13,43,2,medio bajo
07010607600026A,070106,VENTANILLA,076,026,11,34,2,medio bajo
07010607600034B,070106,VENTANILLA,076,034,10,34,2,medio bajo
07010607600035A,070106,VENTANILLA,076,035,22,85,2,medio bajo
07010607600026B,070106,VENTANILLA,076,026,15,66,2,medio bajo
070106008000450,070106,VENTANILLA,008,045,19,56,2,medio bajo
07010607600038B,070106,VENTANILLA,076,038,12,46,2,medio bajo
07010607600001L,070106,VENTANILLA,076,001,18,52,2,medio bajo
07010607600001M,070106,VENTANILLA,076,001,15,52,2,medio bajo
07010607600001J,070106,VENTANILLA,076,001,17,53,2,medio bajo
07010607600034A,070106,VENTANILLA,076,034,11,37,2,medio bajo
07010600200036C,070106,VENTANILLA,002,036,26,104,2,medio bajo
070106008000590,070106,VENTANILLA,008,059,6,28,2,medio bajo
070106008000610,070106,VENTANILLA,008,061,18,66,2,medio bajo
07010607600001Q,070106,VENTANILLA,076,001,12,40,2,medio bajo
070106076000140,070106,VENTANILLA,076,014,28,109,1,bajo
07010603300018J,070106,VENTANILLA,033,018,15,66,3,medio
070106076000200,070106,VENTANILLA,076,020,8,40,1,bajo
070106076000340,070106,VENTANILLA,076,034,22,76,2,medio bajo
070106009000100,070106,VENTANILLA,009,010,21,84,2,medio bajo
070106002000500,070106,VENTANILLA,002,050,19,80,2,medio bajo
07010603300055A,070106,VENTANILLA,033,055,6,21,2,medio bajo
07010600200044C,070106,VENTANILLA,002,044,9,34,2,medio bajo
07010600200044E,070106,VENTANILLA,002,044,3,11,2,medio bajo
07010603300018F,070106,VENTANILLA,033,018,10,37,1,bajo
07010600200029A,070106,VENTANILLA,002,029,7,23,2,medio bajo
070106002000560,070106,VENTANILLA,002,056,13,45,2,medio bajo
07010607600001P,070106,VENTANILLA,076,001,13,46,2,medio bajo
070106002000320,070106,VENTANILLA,002,032,10,40,2,medio bajo
070106008000400,070106,VENTANILLA,008,040,6,18,2,medio bajo
070106008000510,070106,VENTANILLA,008,051,15,54,2,medio bajo
07010600200004E,070106,VENTANILLA,002,004,13,43,2,medio bajo
070106008000480,070106,VENTANILLA,008,048,16,59,2,medio bajo
070106002000070,070106,VENTANILLA,002,007,9,31,2,medio bajo
070106008000550,070106,VENTANILLA,008,055,15,47,2,medio bajo
070106002000240,070106,VENTANILLA,002,024,7,29,2,medio bajo
070106002000130,070106,VENTANILLA,002,013,8,26,1,bajo
070106008000540,070106,VENTANILLA,008,054,15,57,2,medio bajo
070106002000080,070106,VENTANILLA,002,008,8,30,2,medio bajo
070106002000510,070106,VENTANILLA,002,051,22,59,2,medio bajo
07010600200017N,070106,VENTANILLA,002,017,9,32,1,bajo
070106002000190,070106,VENTANILLA,002,019,16,47,1,bajo
070106008000490,070106,VENTANILLA,008,049,13,46,2,medio bajo
07010600200017S,070106,VENTANILLA,002,017,8,32,1,bajo
070106008000500,070106,VENTANILLA,008,050,15,66,2,medio bajo
07010600200004K,070106,VENTANILLA,002,004,3,8,2,medio bajo
070106002000570,070106,VENTANILLA,002,057,16,74,2,medio bajo
070106002000040,070106,VENTANILLA,002,004,8,27,2,medio bajo
07010600200004D,070106,VENTANILLA,002,004,19,57,2,medio bajo
070106002000480,070106,VENTANILLA,002,048,29,128,2,medio bajo
070106008000560,070106,VENTANILLA,008,056,18,75,2,medio bajo
070106002000030,070106,VENTANILLA,002,003,5,18,2,medio bajo
07010600200004C,070106,VENTANILLA,002,004,20,80,2,medio bajo
07010607600001N,070106,VENTANILLA,076,001,16,65,2,medio bajo
070106008000410,070106,VENTANILLA,008,041,11,56,2,medio bajo
070106008000300,070106,VENTANILLA,008,030,8,29,2,medio bajo
070106008000430,070106,VENTANILLA,008,043,17,50,2,medio bajo
07010607600001H,070106,VENTANILLA,076,001,14,57,2,medio bajo
070106033000180,070106,VENTANILLA,033,018,30,121,3,medio
070106067000270,070106,VENTANILLA,067,027,17,63,1,bajo
070106008000420,070106,VENTANILLA,008,042,10,38,2,medio bajo
07010601900033B,070106,VENTANILLA,019,033,27,118,2,medio bajo
07010605800006A,070106,VENTANILLA,058,006,6,17,1,bajo
070106019000260,070106,VENTANILLA,019,026,14,50,1,bajo
07010601900021C,070106,VENTANILLA,019,021,12,59,1,bajo
070106019000160,070106,VENTANILLA,019,016,12,48,1,bajo
070106019000090,070106,VENTANILLA,019,009,12,43,1,bajo
070106019000380,070106,VENTANILLA,019,038,6,46,2,medio bajo
07010601900037K,070106,VENTANILLA,019,037,10,44,1,bajo
07010601900033F,070106,VENTANILLA,019,033,33,152,2,medio bajo
070106019000040,070106,VENTANILLA,019,004,10,39,1,bajo
07010601900004J,070106,VENTANILLA,019,004,8,31,1,bajo
070106019000360,070106,VENTANILLA,019,036,13,58,2,medio bajo
07010601900037N,070106,VENTANILLA,019,037,16,64,1,bajo
070106019000060,070106,VENTANILLA,019,006,9,41,1,bajo
07010601900004F,070106,VENTANILLA,019,004,10,37,1,bajo
07010601900004I,070106,VENTANILLA,019,004,4,20,1,bajo
07010601900033G,070106,VENTANILLA,019,033,11,38,2,medio bajo
07010607600001D,070106,VENTANILLA,076,001,35,94,1,bajo
070106019000180,070106,VENTANILLA,019,018,4,14,1,bajo
070106019000130,070106,VENTANILLA,019,013,15,54,1,bajo
07010601900004G,070106,VENTANILLA,019,004,15,74,1,bajo
070106002000060,070106,VENTANILLA,002,006,7,23,2,medio bajo
07010603300019A,070106,VENTANILLA,033,019,6,21,1,bajo
07010603300018H,070106,VENTANILLA,033,018,6,21,1,bajo
07010603300020B,070106,VENTANILLA,033,020,3,12,2,medio bajo
07010603300019F,070106,VENTANILLA,033,019,10,33,1,bajo
07010603300018G,070106,VENTANILLA,033,018,10,32,1,bajo
07010601900004E,070106,VENTANILLA,019,004,14,42,1,bajo
07010601900004K,070106,VENTANILLA,019,004,12,47,1,bajo
07010603300020E,070106,VENTANILLA,033,020,30,116,2,medio bajo
07010603300020C,070106,VENTANILLA,033,020,5,21,2,medio bajo
070106002000520,070106,VENTANILLA,002,052,14,72,2,medio bajo
07010603300020D,070106,VENTANILLA,033,020,11,45,2,medio bajo
07010607600035B,070106,VENTANILLA,076,035,23,79,2,medio bajo
07010600200010D,070106,VENTANILLA,002,010,2,8,2,medio bajo
07010600200027C,070106,VENTANILLA,002,027,21,62,2,medio bajo
070106002000230,070106,VENTANILLA,002,023,8,29,2,medio bajo
070106019000240,070106,VENTANILLA,019,024,22,79,1,bajo
07010603300019C,070106,VENTANILLA,033,019,13,50,2,medio bajo
070106019000230,070106,VENTANILLA,019,023,23,62,1,bajo
070106002000550,070106,VENTANILLA,002,055,23,101,2,medio bajo
070106019000150,070106,VENTANILLA,019,015,8,28,1,bajo
070106002000330,070106,VENTANILLA,002,033,10,34,2,medio bajo
070106002000540,070106,VENTANILLA,002,054,13,40,2,medio bajo
070106002000340,070106,VENTANILLA,002,034,9,32,2,medio bajo
070106002000490,070106,VENTANILLA,002,049,14,48,2,medio bajo
07010607600001C,070106,VENTANILLA,076,001,31,113,1,bajo
070106002000140,070106,VENTANILLA,002,014,6,18,1,bajo
07010601900020A,070106,VENTANILLA,019,020,9,28,1,bajo
070106002000050,070106,VENTANILLA,002,005,8,41,2,medio bajo
07010600800034B,070106,VENTANILLA,008,034,13,62,2,medio bajo
070106008000530,070106,VENTANILLA,008,053,8,25,2,medio bajo
07010600200001A,070106,VENTANILLA,002,001,24,80,2,medio bajo
07010605800043B,070106,VENTANILLA,058,043,4,18,1,bajo
07010600200029C,070106,VENTANILLA,002,029,9,20,2,medio bajo
070106058000060,070106,VENTANILLA,058,006,13,51,1,bajo
070106042000220,070106,VENTANILLA,042,022,43,146,3,medio
07010600200017Z,070106,VENTANILLA,002,017,21,76,1,bajo
070106042000140,070106,VENTANILLA,042,014,11,49,3,medio
07010600200043C,070106,VENTANILLA,002,043,5,16,2,medio bajo
070106042000110,070106,VENTANILLA,042,011,18,84,2,medio bajo
07010600200010C,070106,VENTANILLA,002,010,1,1,2,medio bajo
07010600200015I,070106,VENTANILLA,002,015,10,33,1,bajo
070106042000200,070106,VENTANILLA,042,020,13,71,3,medio
07010600200004J,070106,VENTANILLA,002,004,2,9,2,medio bajo
07010600200004F,070106,VENTANILLA,002,004,4,16,2,medio bajo
070106042000160,070106,VENTANILLA,042,016,30,123,3,medio
070106002000600,070106,VENTANILLA,002,060,3,7,1,bajo
070106042000100,070106,VENTANILLA,042,010,7,39,2,medio bajo
070106042000190,070106,VENTANILLA,042,019,40,167,3,medio
070106072000320,070106,VENTANILLA,072,032,6,17,2,medio bajo
07010607200057A,070106,VENTANILLA,072,057,16,57,2,medio bajo
070106042000180,070106,VENTANILLA,042,018,28,102,3,medio
070106042000230,070106,VENTANILLA,042,023,4,10,4,medio alto
070106042000170,070106,VENTANILLA,042,017,26,92,3,medio
070106042000130,070106,VENTANILLA,042,013,34,133,3,medio
070106042000370,070106,VENTANILLA,042,037,49,197,3,medio
070106042000250,070106,VENTANILLA,042,025,30,107,4,medio alto
070106042000120,070106,VENTANILLA,042,012,46,187,3,medio
070106042000580,070106,VENTANILLA,042,058,57,209,4,medio alto
070106042000310,070106,VENTANILLA,042,031,26,109,3,medio
070106042000320,070106,VENTANILLA,042,032,32,126,3,medio
07010607200018D,070106,VENTANILLA,072,018,10,39,2,medio bajo
07010606700002O,070106,VENTANILLA,067,002,9,36,1,bajo
07010606700035C,070106,VENTANILLA,067,035,23,68,1,bajo
070106042000260,070106,VENTANILLA,042,026,32,119,4,medio alto
07010606700002N,070106,VENTANILLA,067,002,19,88,1,bajo
070106072000240,070106,VENTANILLA,072,024,18,57,1,bajo
070106033000080,070106,VENTANILLA,033,008,44,157,2,medio bajo
070106042000360,070106,VENTANILLA,042,036,41,152,3,medio
070106033000100,070106,VENTANILLA,033,010,35,99,2,medio bajo
070106067000360,070106,VENTANILLA,067,036,23,72,1,bajo
070106042000240,070106,VENTANILLA,042,024,48,177,4,medio alto
070106042000560,070106,VENTANILLA,042,056,13,47,3,medio
070106042000340,070106,VENTANILLA,042,034,26,120,3,medio
070106042000300,070106,VENTANILLA,042,030,29,129,3,medio
070106042000570,070106,VENTANILLA,042,057,26,106,4,medio alto
070106042000550,070106,VENTANILLA,042,055,13,45,4,medio alto
070106072000210,070106,VENTANILLA,072,021,30,111,1,bajo
07010606700003B,070106,VENTANILLA,067,003,23,83,1,bajo
070106042000590,070106,VENTANILLA,042,059,15,60,4,medio alto
070106042000530,070106,VENTANILLA,042,053,30,105,3,medio
070106042000280,070106,VENTANILLA,042,028,11,51,3,medio
070106042000510,070106,VENTANILLA,042,051,7,22,3,medio
070106072000370,070106,VENTANILLA,072,037,6,26,2,medio bajo
070106072000140,070106,VENTANILLA,072,014,21,66,2,medio bajo
070106042000540,070106,VENTANILLA,042,054,37,140,4,medio alto
070106042000520,070106,VENTANILLA,042,052,25,92,3,medio
070106067000330,070106,VENTANILLA,067,033,23,84,1,bajo
070106033000190,070106,VENTANILLA,033,019,1,5,1,bajo
07010603300028B,070106,VENTANILLA,033,028,10,23,2,medio bajo
07010603300038B,070106,VENTANILLA,033,038,33,117,2,medio bajo
07010603300010L,070106,VENTANILLA,033,010,6,12,2,medio bajo
07010603300010M,070106,VENTANILLA,033,010,3,14,2,medio bajo
07010601900004L,070106,VENTANILLA,019,004,4,20,1,bajo
07010603300017D,070106,VENTANILLA,033,017,15,55,1,bajo
07010603300010R,070106,VENTANILLA,033,010,8,15,2,medio bajo
07010600200015H,070106,VENTANILLA,002,015,16,55,1,bajo
07010603300010O,070106,VENTANILLA,033,010,8,19,2,medio bajo
07010603300010Q,070106,VENTANILLA,033,010,11,29,2,medio bajo
07010603300010D,070106,VENTANILLA,033,010,8,20,2,medio bajo
07010603300010K,070106,VENTANILLA,033,010,14,38,2,medio bajo
070106067000320,070106,VENTANILLA,067,032,26,92,1,bajo
07010603300010N,070106,VENTANILLA,033,010,11,30,2,medio bajo
07010606700002F,070106,VENTANILLA,067,002,27,99,1,bajo
07010603300010J,070106,VENTANILLA,033,010,12,34,2,medio bajo
07010606700002K,070106,VENTANILLA,067,002,8,29,1,bajo
07010603300010C,070106,VENTANILLA,033,010,1,3,2,medio bajo
07010606700002H,070106,VENTANILLA,067,002,18,52,1,bajo
07010606700002G,070106,VENTANILLA,067,002,12,35,1,bajo
070106042000480,070106,VENTANILLA,042,048,34,141,3,medio
070106067000300,070106,VENTANILLA,067,030,9,30,1,bajo
07010606700012C,070106,VENTANILLA,067,012,6,23,1,bajo
070106067000190,070106,VENTANILLA,067,019,10,31,1,bajo
070106042000490,070106,VENTANILLA,042,049,23,79,3,medio
070106067000200,070106,VENTANILLA,067,020,27,95,2,medio bajo
070106042000460,070106,VENTANILLA,042,046,9,42,3,medio
07010601900033A,070106,VENTANILLA,019,033,25,104,2,medio bajo
070106019000390,070106,VENTANILLA,019,039,18,73,2,medio bajo
07010601900037B,070106,VENTANILLA,019,037,18,77,2,medio bajo
070106019000250,070106,VENTANILLA,019,025,12,39,1,bajo
070106019000340,070106,VENTANILLA,019,034,2,12,2,medio bajo
070106019000420,070106,VENTANILLA,019,042,20,93,2,medio bajo
070106002000120,070106,VENTANILLA,002,012,15,51,1,bajo
07010601900040B,070106,VENTANILLA,019,040,17,66,2,medio bajo
070106019000320,070106,VENTANILLA,019,032,17,63,3,medio
070106019000300,070106,VENTANILLA,019,030,23,104,3,medio
07010600200043B,070106,VENTANILLA,002,043,3,14,2,medio bajo
070106072000580,070106,VENTANILLA,072,058,15,49,2,medio bajo
070106072000090,070106,VENTANILLA,072,009,19,67,1,bajo
07010606700003C,070106,VENTANILLA,067,003,24,95,1,bajo
07010603300019D,070106,VENTANILLA,033,019,11,39,2,medio bajo
070106019000220,070106,VENTANILLA,019,022,10,37,1,bajo
070106019000350,070106,VENTANILLA,019,035,10,41,2,medio bajo
070106019000310,070106,VENTANILLA,019,031,12,51,3,medio
07010603300010P,070106,VENTANILLA,033,010,12,32,2,medio bajo
07010603300010E,070106,VENTANILLA,033,010,14,36,2,medio bajo
070106072000290,070106,VENTANILLA,072,029,17,55,2,medio bajo
070106042000500,070106,VENTANILLA,042,050,11,46,3,medio
07010603300010F,070106,VENTANILLA,033,010,6,17,2,medio bajo
07010603300010S,070106,VENTANILLA,033,010,5,23,2,medio bajo
070106067000310,070106,VENTANILLA,067,031,16,68,1,bajo
07010603300018K,070106,VENTANILLA,033,018,4,18,3,medio
07010603300010G,070106,VENTANILLA,033,010,13,40,2,medio bajo
07010603300019E,070106,VENTANILLA,033,019,6,25,1,bajo
07010601900017C,070106,VENTANILLA,019,017,5,10,1,bajo
07010601900037A,070106,VENTANILLA,019,037,11,39,1,bajo
070106042000450,070106,VENTANILLA,042,045,7,29,3,medio
07010601900033D,070106,VENTANILLA,019,033,23,89,2,medio bajo
07010603300031B,070106,VENTANILLA,033,031,1,3,3,medio
07010603300017C,070106,VENTANILLA,033,017,12,36,1,bajo
07010603300028C,070106,VENTANILLA,033,028,4,11,2,medio bajo
07010603300028E,070106,VENTANILLA,033,028,7,21,2,medio bajo
07010603300028D,070106,VENTANILLA,033,028,10,30,2,medio bajo
070106032000170,070106,VENTANILLA,032,017,26,99,3,medio
070106032000110,070106,VENTANILLA,032,011,13,57,3,medio
07010604200008C,070106,VENTANILLA,042,008,8,30,2,medio bajo
070106042000030,070106,VENTANILLA,042,003,22,91,2,medio bajo
070106032000090,070106,VENTANILLA,032,009,14,41,3,medio
070106032000160,070106,VENTANILLA,032,016,75,340,3,medio
070106042000270,070106,VENTANILLA,042,027,41,173,3,medio
070106032000100,070106,VENTANILLA,032,010,22,74,3,medio
070106042000350,070106,VENTANILLA,042,035,14,53,3,medio
07010604200007C,070106,VENTANILLA,042,007,37,135,2,medio bajo
07010604200003E,070106,VENTANILLA,042,003,18,66,2,medio bajo
070106042000330,070106,VENTANILLA,042,033,2,13,3,medio
07010604200004D,070106,VENTANILLA,042,004,5,19,2,medio bajo
07010601900021B,070106,VENTANILLA,019,021,3,12,1,bajo
070106014000130,070106,VENTANILLA,014,013,27,114,2,medio bajo
070106014000520,070106,VENTANILLA,014,052,17,60,2,medio bajo
07010601900041B,070106,VENTANILLA,019,041,3,11,2,medio bajo
07010601400004A,070106,VENTANILLA,014,004,9,36,2,medio bajo
070106014000500,070106,VENTANILLA,014,050,12,31,2,medio bajo
070106014000150,070106,VENTANILLA,014,015,10,34,2,medio bajo
070106014000330,070106,VENTANILLA,014,033,13,49,2,medio bajo
070106014000160,070106,VENTANILLA,014,016,20,69,2,medio bajo
07010601400023B,070106,VENTANILLA,014,023,7,26,2,medio bajo
070106014000350,070106,VENTANILLA,014,035,14,68,2,medio bajo
070106014000290,070106,VENTANILLA,014,029,21,94,2,medio bajo
070106014000190,070106,VENTANILLA,014,019,12,46,2,medio bajo
07010601400011A,070106,VENTANILLA,014,011,16,56,2,medio bajo
