idmanzana,ubigeo,distrito,codzona,codmzna,n_hogar,n_pob,estrato,estrato_label
070101006010010,070101,CALLAO,006,001,16,60,3,medio
07010102900050A,070101,CALLAO,029,050,25,101,3,medio
070101042000420,070101,CALLAO,042,042,28,85,3,medio
070101004000200,070101,CALLAO,004,020,1,2,3,medio
07010100400018Q,070101,CALLAO,004,018,4,16,3,medio
07010100400065A,070101,CALLAO,004,065,26,105,2,medio bajo
07010100400064D,070101,CALLAO,004,064,5,24,2,medio bajo
07010100400003F,070101,CALLAO,004,003,2,5,3,medio
070101006010190,070101,CALLAO,006,019,29,114,3,medio
07010100601008B,070101,CALLAO,006,008,24,110,2,medio bajo
070101006010070,070101,CALLAO,006,007,47,194,3,medio
070101006010060,070101,CALLAO,006,006,49,215,3,medio
070101006010050,070101,CALLAO,006,005,25,107,3,medio
070101034000540,070101,CALLAO,034,054,49,192,3,medio
07010104300055A,070101,CALLAO,043,055,8,28,3,medio
070101040000370,070101,CALLAO,040,037,59,196,3,medio
070101034000560,070101,CALLAO,034,056,64,260,3,medio
07010100700018F,070101,CALLAO,007,018,4,20,2,medio bajo
07010100700020B,070101,CALLAO,007,020,8,30,2,medio bajo
07010100700012C,070101,CALLAO,007,012,2,3,1,bajo
07010100500023B,070101,CALLAO,005,023,35,153,3,medio
07010100500023A,070101,CALLAO,005,023,33,119,3,medio
07010100700018E,070101,CALLAO,007,018,2,10,2,medio bajo
070101040000620,070101,CALLAO,040,062,33,81,3,medio
07010100603038E,070101,CALLAO,006,038,14,45,2,medio bajo
07010100500024C,070101,CALLAO,005,024,34,114,3,medio
070101005000250,070101,CALLAO,005,025,12,50,3,medio
070101040000440,070101,CALLAO,040,044,21,68,3,medio
070101040000610,070101,CALLAO,040,061,73,213,3,medio
070101042000340,070101,CALLAO,042,034,10,29,3,medio
070101042000300,070101,CALLAO,042,030,18,62,3,medio
070101034000180,070101,CALLAO,034,018,48,154,3,medio
070101013000030,070101,CALLAO,013,003,114,439,3,medio
070101040000560,070101,CALLAO,040,056,23,81,3,medio
070101042000290,070101,CALLAO,042,029,41,120,3,medio
070101040000550,070101,CALLAO,040,055,6,17,3,medio
070101042000260,070101,CALLAO,042,026,18,58,3,medio
070101042000350,070101,CALLAO,042,035,29,100,3,medio
070101040000460,070101,CALLAO,040,046,9,32,3,medio
070101013000310,070101,CALLAO,013,031,49,127,3,medio
070101013000100,070101,CALLAO,013,010,45,175,3,medio
070101040000540,070101,CALLAO,040,054,11,42,3,medio
07010100602009E,070101,CALLAO,006,009,7,31,2,medio bajo
070101013000060,070101,CALLAO,013,006,56,233,3,medio
07010100602009F,070101,CALLAO,006,009,34,118,2,medio bajo
07010101300004A,070101,CALLAO,013,004,84,342,3,medio
07010100602011A,070101,CALLAO,006,011,26,93,2,medio bajo
07010104000043A,070101,CALLAO,040,043,3,9,3,medio
070101005000090,070101,CALLAO,005,009,3,8,3,medio
070101013000360,070101,CALLAO,013,036,33,126,3,medio
070101013000350,070101,CALLAO,013,035,3,8,3,medio
070101013000330,070101,CALLAO,013,033,54,188,3,medio
07010100602014B,070101,CALLAO,006,014,21,100,2,medio bajo
07010100602009D,070101,CALLAO,006,009,5,23,2,medio bajo
070101013000320,070101,CALLAO,013,032,47,139,3,medio
070101013000490,070101,CALLAO,013,049,42,150,3,medio
070101013000340,070101,CALLAO,013,034,46,169,3,medio
07010100602011B,070101,CALLAO,006,011,29,118,2,medio bajo
07010100602014A,070101,CALLAO,006,014,22,94,2,medio bajo
070101042000020,070101,CALLAO,042,002,26,83,3,medio
070101040000490,070101,CALLAO,040,049,23,71,3,medio
070101040000590,070101,CALLAO,040,059,48,144,3,medio
070101034000210,070101,CALLAO,034,021,52,226,3,medio
070101013000480,070101,CALLAO,013,048,1,3,3,medio
070101013000510,070101,CALLAO,013,051,1,4,3,medio
070101013000460,070101,CALLAO,013,046,52,211,3,medio
070101013000470,070101,CALLAO,013,047,35,115,3,medio
07010100602042A,070101,CALLAO,006,042,9,43,2,medio bajo
07010100602038A,070101,CALLAO,006,038,8,21,3,medio
07010100602049C,070101,CALLAO,006,049,19,65,2,medio bajo
07010100602064W,070101,CALLAO,006,064,30,116,2,medio bajo
07010100602051F,070101,CALLAO,006,051,16,60,2,medio bajo
07010100602051G,070101,CALLAO,006,051,19,76,2,medio bajo
07010100602057B,070101,CALLAO,006,057,22,90,2,medio bajo
07010100602069I,070101,CALLAO,006,069,32,116,2,medio bajo
07010100602064Z,070101,CALLAO,006,064,3,11,2,medio bajo
07010100602042B,070101,CALLAO,006,042,19,93,2,medio bajo
07010100602051H,070101,CALLAO,006,051,30,113,2,medio bajo
07010100602064X,070101,CALLAO,006,064,33,132,2,medio bajo
07010100602064Y,070101,CALLAO,006,064,20,73,2,medio bajo
07010100500024D,070101,CALLAO,005,024,46,193,3,medio
070101040000570,070101,CALLAO,040,057,8,29,3,medio
070101042000380,070101,CALLAO,042,038,7,16,3,medio
070101042000280,070101,CALLAO,042,028,14,45,3,medio
070101042000320,070101,CALLAO,042,032,16,56,3,medio
070101042000100,070101,CALLAO,042,010,22,75,3,medio
070101042000230,070101,CALLAO,042,023,24,72,3,medio
070101042000310,070101,CALLAO,042,031,14,53,3,medio
070101042000170,070101,CALLAO,042,017,10,34,3,medio
070101042000370,070101,CALLAO,042,037,27,84,3,medio
070101042000160,070101,CALLAO,042,016,22,58,3,medio
070101042000360,070101,CALLAO,042,036,25,78,3,medio
070101042000330,070101,CALLAO,042,033,18,58,3,medio
070101042000120,070101,CALLAO,042,012,23,91,3,medio
070101042000520,070101,CALLAO,042,052,28,93,3,medio
070101042000530,070101,CALLAO,042,053,140,497,3,medio
070101042000200,070101,CALLAO,042,020,20,66,3,medio
070101042000150,070101,CALLAO,042,015,23,77,3,medio
070101042000110,070101,CALLAO,042,011,15,51,3,medio
070101042000140,070101,CALLAO,042,014,25,81,3,medio
070101042000210,070101,CALLAO,042,021,23,76,3,medio
070101042000220,070101,CALLAO,042,022,24,78,3,medio
070101042000180,070101,CALLAO,042,018,15,52,3,medio
070101042000510,070101,CALLAO,042,051,26,80,3,medio
070101013000540,070101,CALLAO,013,054,35,114,3,medio
070101013000530,070101,CALLAO,013,053,23,82,3,medio
070101013000580,070101,CALLAO,013,058,33,133,3,medio
070101013000500,070101,CALLAO,013,050,43,174,3,medio
07010100602023C,070101,CALLAO,006,023,67,269,3,medio
070101042000470,070101,CALLAO,042,047,29,85,3,medio
07010100603002M,070101,CALLAO,006,002,11,32,3,medio
07010100603003Q,070101,CALLAO,006,003,8,33,3,medio
07010100603002S,070101,CALLAO,006,002,17,72,2,medio bajo
07010100603002N,070101,CALLAO,006,002,20,65,3,medio
070101042000450,070101,CALLAO,042,045,19,67,3,medio
07010100603002T,070101,CALLAO,006,002,10,33,3,medio
070101042000490,070101,CALLAO,042,049,30,120,3,medio
070101042000460,070101,CALLAO,042,046,25,95,3,medio
07010100603003S,070101,CALLAO,006,003,2,7,3,medio
07010100603002Q,070101,CALLAO,006,002,13,52,2,medio bajo
07010100603003M,070101,CALLAO,006,003,15,58,3,medio
07010100603002R,070101,CALLAO,006,002,9,41,2,medio bajo
07010100603003O,070101,CALLAO,006,003,14,59,3,medio
07010100603003N,070101,CALLAO,006,003,3,11,3,medio
07010100602049D,070101,CALLAO,006,049,6,26,2,medio bajo
07010100603036G,070101,CALLAO,006,036,22,90,2,medio bajo
07010100603023E,070101,CALLAO,006,023,10,52,3,medio
07010100603013A,070101,CALLAO,006,013,44,153,3,medio
07010100603034G,070101,CALLAO,006,034,8,26,2,medio bajo
07010100603023F,070101,CALLAO,006,023,22,60,3,medio
07010100603010O,070101,CALLAO,006,010,23,58,3,medio
07010100603033F,070101,CALLAO,006,033,9,51,3,medio
07010100603034F,070101,CALLAO,006,034,5,25,2,medio bajo
070101042000270,070101,CALLAO,042,027,16,45,3,medio
070101042000130,070101,CALLAO,042,013,19,62,3,medio
070101016000020,070101,CALLAO,016,002,1,1,2,medio bajo
070101016000080,070101,CALLAO,016,008,2,2,2,medio bajo
070101016000400,070101,CALLAO,016,040,46,159,2,medio bajo
070101013000520,070101,CALLAO,013,052,48,197,3,medio
07010100602069J,070101,CALLAO,006,069,25,95,2,medio bajo
070101013000550,070101,CALLAO,013,055,62,270,3,medio
070101013000570,070101,CALLAO,013,057,33,116,3,medio
070101013000560,070101,CALLAO,013,056,35,168,3,medio
070101013000620,070101,CALLAO,013,062,34,143,3,medio
070101013000610,070101,CALLAO,013,061,26,99,3,medio
070101016000230,070101,CALLAO,016,023,24,72,2,medio bajo
070101016000140,070101,CALLAO,016,014,45,163,2,medio bajo
070101016000130,070101,CALLAO,016,013,53,158,2,medio bajo
070101016000250,070101,CALLAO,016,025,25,75,2,medio bajo
070101016000150,070101,CALLAO,016,015,84,291,2,medio bajo
070101042000500,070101,CALLAO,042,050,30,111,3,medio
07010100603010I,070101,CALLAO,006,010,15,60,3,medio
070101013000410,070101,CALLAO,013,041,30,106,3,medio
070101013000440,070101,CALLAO,013,044,39,145,3,medio
070101013000430,070101,CALLAO,013,043,35,127,3,medio
070101013000400,070101,CALLAO,013,040,34,124,3,medio
070101013000450,070101,CALLAO,013,045,52,181,3,medio
070101013000090,070101,CALLAO,013,009,56,204,3,medio
07010101300012B,070101,CALLAO,013,012,41,123,3,medio
070101013000080,070101,CALLAO,013,008,42,153,3,medio
070101013000110,070101,CALLAO,013,011,28,137,3,medio
070101042000580,070101,CALLAO,042,058,22,80,3,medio
070101042000590,070101,CALLAO,042,059,133,481,3,medio
070101013000200,070101,CALLAO,013,020,26,118,3,medio
07010101300017A,070101,CALLAO,013,017,1,5,3,medio
070101013000240,070101,CALLAO,013,024,51,228,3,medio
070101013000290,070101,CALLAO,013,029,33,139,3,medio
070101039000070,070101,CALLAO,039,007,39,150,3,medio
070101013000250,070101,CALLAO,013,025,47,215,3,medio
070101039000100,070101,CALLAO,039,010,39,134,3,medio
070101013000160,070101,CALLAO,013,016,30,139,3,medio
070101042000610,070101,CALLAO,042,061,20,66,3,medio
070101039000060,070101,CALLAO,039,006,98,336,3,medio
070101013000190,070101,CALLAO,013,019,33,152,3,medio
070101039000020,070101,CALLAO,039,002,71,227,3,medio
070101042000600,070101,CALLAO,042,060,32,94,3,medio
070101013000120,070101,CALLAO,013,012,33,140,3,medio
070101039000130,070101,CALLAO,039,013,15,42,3,medio
070101039000230,070101,CALLAO,039,023,3,12,3,medio
070101042000560,070101,CALLAO,042,056,37,158,3,medio
070101039000170,070101,CALLAO,039,017,20,70,3,medio
070101013000170,070101,CALLAO,013,017,55,204,3,medio
070101039000090,070101,CALLAO,039,009,47,144,3,medio
070101013000210,070101,CALLAO,013,021,58,209,3,medio
070101013000270,070101,CALLAO,013,027,67,213,3,medio
070101039000330,070101,CALLAO,039,033,24,69,3,medio
07010104200024A,070101,CALLAO,042,024,26,77,3,medio
070101039000150,070101,CALLAO,039,015,60,232,3,medio
070101039000340,070101,CALLAO,039,034,34,97,3,medio
070101013000230,070101,CALLAO,013,023,38,142,3,medio
070101013000260,070101,CALLAO,013,026,68,246,3,medio
070101039000010,070101,CALLAO,039,001,2,6,3,medio
070101039000200,070101,CALLAO,039,020,20,73,3,medio
070101039000510,070101,CALLAO,039,051,2,2,3,medio
070101039000520,070101,CALLAO,039,052,2,9,3,medio
070101013000300,070101,CALLAO,013,030,37,147,3,medio
070101039000110,070101,CALLAO,039,011,96,278,3,medio
070101042000540,070101,CALLAO,042,054,74,254,3,medio
070101039000420,070101,CALLAO,039,042,83,309,3,medio
070101039000410,070101,CALLAO,039,041,69,224,3,medio
070101039000140,070101,CALLAO,039,014,47,147,3,medio
070101039000220,070101,CALLAO,039,022,89,352,3,medio
070101042000550,070101,CALLAO,042,055,71,250,3,medio
070101039000030,070101,CALLAO,039,003,39,118,3,medio
070101039000180,070101,CALLAO,039,018,19,75,3,medio
070101039000040,070101,CALLAO,039,004,81,297,3,medio
070101039000080,070101,CALLAO,039,008,19,73,3,medio
070101039000120,070101,CALLAO,039,012,5,19,3,medio
070101042000570,070101,CALLAO,042,057,1,1,3,medio
070101039000210,070101,CALLAO,039,021,52,159,3,medio
070101039000160,070101,CALLAO,039,016,59,228,3,medio
070101039000190,070101,CALLAO,039,019,107,380,3,medio
070101039000550,070101,CALLAO,039,055,45,160,3,medio
070101039000530,070101,CALLAO,039,053,7,23,3,medio
070101039000540,070101,CALLAO,039,054,75,281,3,medio
070101039000240,070101,CALLAO,039,024,31,121,3,medio
070101039000390,070101,CALLAO,039,039,45,150,3,medio
070101039000310,070101,CALLAO,039,031,77,289,3,medio
070101039000320,070101,CALLAO,039,032,5,15,3,medio
070101039000250,070101,CALLAO,039,025,106,346,3,medio
070101039000280,070101,CALLAO,039,028,42,133,3,medio
070101039000380,070101,CALLAO,039,038,103,381,3,medio
070101039000260,070101,CALLAO,039,026,84,250,3,medio
070101039000270,070101,CALLAO,039,027,70,242,3,medio
070101016000190,070101,CALLAO,016,019,66,231,2,medio bajo
070101016000200,070101,CALLAO,016,020,53,187,2,medio bajo
070101016000260,070101,CALLAO,016,026,55,223,2,medio bajo
070101039000470,070101,CALLAO,039,047,79,253,3,medio
070101038000090,070101,CALLAO,038,009,12,19,3,medio
070101016000210,070101,CALLAO,016,021,82,294,2,medio bajo
070101039000300,070101,CALLAO,039,030,68,211,3,medio
070101039000480,070101,CALLAO,039,048,23,92,3,medio
070101039000490,070101,CALLAO,039,049,17,70,3,medio
070101038000050,070101,CALLAO,038,005,8,21,3,medio
070101016000160,070101,CALLAO,016,016,26,104,2,medio bajo
070101038000080,070101,CALLAO,038,008,11,46,3,medio
070101038000010,070101,CALLAO,038,001,31,112,3,medio
07010103900043A,070101,CALLAO,039,043,1,2,3,medio
070101016000180,070101,CALLAO,016,018,53,170,2,medio bajo
070101039000400,070101,CALLAO,039,040,7,31,3,medio
070101038000100,070101,CALLAO,038,010,24,110,3,medio
070101039000460,070101,CALLAO,039,046,18,61,3,medio
070101039000500,070101,CALLAO,039,050,16,88,3,medio
070101038000160,070101,CALLAO,038,016,27,94,3,medio
070101038000110,070101,CALLAO,038,011,24,97,3,medio
070101039000450,070101,CALLAO,039,045,5,18,3,medio
070101038000020,070101,CALLAO,038,002,24,97,3,medio
070101038000180,070101,CALLAO,038,018,16,48,3,medio
070101038000150,070101,CALLAO,038,015,13,55,3,medio
070101038000070,070101,CALLAO,038,007,18,57,3,medio
070101038000040,070101,CALLAO,038,004,18,68,3,medio
070101038000120,070101,CALLAO,038,012,1,1,3,medio
070101013000600,070101,CALLAO,013,060,29,128,3,medio
070101038000170,070101,CALLAO,038,017,12,41,3,medio
070101033000030,070101,CALLAO,033,003,57,214,3,medio
070101013000070,070101,CALLAO,013,007,39,151,3,medio
070101033000050,070101,CALLAO,033,005,28,115,3,medio
070101033000040,070101,CALLAO,033,004,73,277,3,medio
070101033000190,070101,CALLAO,033,019,75,301,3,medio
070101033000060,070101,CALLAO,033,006,51,191,3,medio
070101016000280,070101,CALLAO,016,028,57,191,2,medio bajo
070101016000290,070101,CALLAO,016,029,59,200,2,medio bajo
070101013000220,070101,CALLAO,013,022,44,183,3,medio
070101013000180,070101,CALLAO,013,018,29,88,3,medio
070101042000480,070101,CALLAO,042,048,29,129,3,medio
070101038000260,070101,CALLAO,038,026,29,105,3,medio
070101038000270,070101,CALLAO,038,027,24,81,3,medio
070101038000200,070101,CALLAO,038,020,16,57,3,medio
070101038000210,070101,CALLAO,038,021,15,63,3,medio
070101038000280,070101,CALLAO,038,028,33,118,3,medio
070101038000220,070101,CALLAO,038,022,24,96,3,medio
070101016000220,070101,CALLAO,016,022,56,214,2,medio bajo
070101039000290,070101,CALLAO,039,029,88,306,3,medio
070101033000010,070101,CALLAO,033,001,42,166,3,medio
070101038000240,070101,CALLAO,038,024,14,45,3,medio
070101016000270,070101,CALLAO,016,027,44,169,2,medio bajo
070101038000250,070101,CALLAO,038,025,17,48,3,medio
070101038000440,070101,CALLAO,038,044,51,195,3,medio
070101016000320,070101,CALLAO,016,032,46,163,2,medio bajo
070101016000330,070101,CALLAO,016,033,34,168,2,medio bajo
070101016000310,070101,CALLAO,016,031,87,268,2,medio bajo
070101016000340,070101,CALLAO,016,034,38,126,2,medio bajo
070101038000190,070101,CALLAO,038,019,38,126,3,medio
070101038000460,070101,CALLAO,038,046,22,87,3,medio
070101038000450,070101,CALLAO,038,045,31,107,3,medio
070101038000470,070101,CALLAO,038,047,32,120,3,medio
070101038000520,070101,CALLAO,038,052,17,55,3,medio
070101038000500,070101,CALLAO,038,050,8,28,3,medio
070101038000420,070101,CALLAO,038,042,39,157,3,medio
070101038000400,070101,CALLAO,038,040,26,107,3,medio
070101038000410,070101,CALLAO,038,041,27,88,3,medio
070101038000480,070101,CALLAO,038,048,31,108,3,medio
070101038000510,070101,CALLAO,038,051,6,19,3,medio
070101038000490,070101,CALLAO,038,049,32,121,3,medio
070101038000300,070101,CALLAO,038,030,17,71,3,medio
070101016000430,070101,CALLAO,016,043,59,190,2,medio bajo
070101016000580,070101,CALLAO,016,058,42,160,2,medio bajo
070101016000390,070101,CALLAO,016,039,31,139,2,medio bajo
070101016000370,070101,CALLAO,016,037,51,151,2,medio bajo
070101016000450,070101,CALLAO,016,045,40,177,2,medio bajo
070101016000510,070101,CALLAO,016,051,33,135,2,medio bajo
070101016000470,070101,CALLAO,016,047,33,113,2,medio bajo
070101016000590,070101,CALLAO,016,059,60,203,2,medio bajo
070101016000440,070101,CALLAO,016,044,46,184,2,medio bajo
070101016000410,070101,CALLAO,016,041,49,187,2,medio bajo
070101016000570,070101,CALLAO,016,057,53,243,2,medio bajo
070101016000420,070101,CALLAO,016,042,52,197,2,medio bajo
070101016000610,070101,CALLAO,016,061,25,101,2,medio bajo
07010101600001Z,070101,CALLAO,016,001,34,138,3,medio
070101016000530,070101,CALLAO,016,053,37,111,2,medio bajo
070101016000460,070101,CALLAO,016,046,94,348,2,medio bajo
070101016000640,070101,CALLAO,016,064,49,188,2,medio bajo
070101016000540,070101,CALLAO,016,054,55,181,2,medio bajo
070101016000520,070101,CALLAO,016,052,55,192,2,medio bajo
070101016000550,070101,CALLAO,016,055,57,210,2,medio bajo
070101016000560,070101,CALLAO,016,056,53,235,2,medio bajo
070101016000600,070101,CALLAO,016,060,55,200,2,medio bajo
070101038000230,070101,CALLAO,038,023,26,87,3,medio
07010101600001Y,070101,CALLAO,016,001,28,92,3,medio
070101016000300,070101,CALLAO,016,030,48,184,2,medio bajo
070101038000320,070101,CALLAO,038,032,23,95,3,medio
070101038000430,070101,CALLAO,038,043,24,90,3,medio
07010101600001W,070101,CALLAO,016,001,48,176,3,medio
070101038000290,070101,CALLAO,038,029,17,55,3,medio
070101016000350,070101,CALLAO,016,035,35,122,2,medio bajo
07010101600001Q,070101,CALLAO,016,001,31,118,3,medio
07010101600001G,070101,CALLAO,016,001,64,204,3,medio
07010101600001F,070101,CALLAO,016,001,34,102,3,medio
07010101600001P,070101,CALLAO,016,001,36,91,3,medio
07010101600001I,070101,CALLAO,016,001,12,47,3,medio
07010101600001K,070101,CALLAO,016,001,2,10,3,medio
07010101600001S,070101,CALLAO,016,001,63,210,3,medio
07010101600001U,070101,CALLAO,016,001,17,83,3,medio
07010101500030A,070101,CALLAO,015,030,27,91,2,medio bajo
07010101600001O,070101,CALLAO,016,001,11,15,3,medio
07010101500062A,070101,CALLAO,015,062,25,82,2,medio bajo
07010101600001E,070101,CALLAO,016,001,2,4,3,medio
07010101600001M,070101,CALLAO,016,001,32,134,3,medio
07010101600001J,070101,CALLAO,016,001,8,31,3,medio
070101038000330,070101,CALLAO,038,033,14,49,3,medio
07010101600001T,070101,CALLAO,016,001,45,161,3,medio
070101006020700,070101,CALLAO,006,070,43,172,3,medio
070101006020740,070101,CALLAO,006,074,7,27,2,medio bajo
070101038000560,070101,CALLAO,038,056,40,149,3,medio
070101006020720,070101,CALLAO,006,072,4,16,3,medio
07010101600001L,070101,CALLAO,016,001,5,24,3,medio
070101038000530,070101,CALLAO,038,053,17,82,3,medio
07010101600001H,070101,CALLAO,016,001,44,159,3,medio
07010101500028Q,070101,CALLAO,015,028,13,46,1,bajo
070101006020710,070101,CALLAO,006,071,16,71,3,medio
070101038000550,070101,CALLAO,038,055,38,143,3,medio
070101006020730,070101,CALLAO,006,073,10,49,2,medio bajo
07010100603010K,070101,CALLAO,006,010,20,65,3,medio
070101038000540,070101,CALLAO,038,054,18,81,3,medio
070101016000380,070101,CALLAO,016,038,41,155,2,medio bajo
07010100603010L,070101,CALLAO,006,010,18,77,3,medio
07010100603010N,070101,CALLAO,006,010,18,82,3,medio
07010100603014C,070101,CALLAO,006,014,14,48,3,medio
07010100603014A,070101,CALLAO,006,014,8,31,3,medio
07010100603004C,070101,CALLAO,006,004,4,12,3,medio
07010101500028N,070101,CALLAO,015,028,15,49,1,bajo
070101019000010,070101,CALLAO,019,001,55,173,4,medio alto
07010100603008A,070101,CALLAO,006,008,11,44,3,medio
070101019000030,070101,CALLAO,019,003,59,195,4,medio alto
070101019000150,070101,CALLAO,019,015,87,284,4,medio alto
070101019000040,070101,CALLAO,019,004,55,177,4,medio alto
07010100603007G,070101,CALLAO,006,007,11,42,3,medio
070101019000050,070101,CALLAO,019,005,80,281,4,medio alto
07010101900006B,070101,CALLAO,019,006,184,639,4,medio alto
070101016000660,070101,CALLAO,016,066,22,76,3,medio
070101019000190,070101,CALLAO,019,019,55,197,4,medio alto
070101038000310,070101,CALLAO,038,031,18,80,3,medio
070101019000300,070101,CALLAO,019,030,38,165,4,medio alto
070101019000120,070101,CALLAO,019,012,55,219,4,medio alto
070101019000090,070101,CALLAO,019,009,31,127,4,medio alto
070101019000110,070101,CALLAO,019,011,52,187,4,medio alto
070101019000100,070101,CALLAO,019,010,53,169,4,medio alto
070101019000080,070101,CALLAO,019,008,61,193,4,medio alto
070101019000140,070101,CALLAO,019,014,30,113,4,medio alto
070101019000290,070101,CALLAO,019,029,39,168,4,medio alto
070101019000310,070101,CALLAO,019,031,36,132,4,medio alto
070101019000130,070101,CALLAO,019,013,57,219,4,medio alto
070101019000250,070101,CALLAO,019,025,70,275,4,medio alto
07010101600001X,070101,CALLAO,016,001,29,112,3,medio
070101019000260,070101,CALLAO,019,026,91,357,4,medio alto
07010101600001V,070101,CALLAO,016,001,29,96,3,medio
070101019000220,070101,CALLAO,019,022,67,273,4,medio alto
070101011000410,070101,CALLAO,011,041,15,53,1,bajo
070101019000230,070101,CALLAO,019,023,67,281,4,medio alto
070101011000500,070101,CALLAO,011,050,19,53,2,medio bajo
070101011000610,070101,CALLAO,011,061,46,162,1,bajo
07010101100060B,070101,CALLAO,011,060,25,91,1,bajo
070101019000330,070101,CALLAO,019,033,80,317,4,medio alto
07010101100060D,070101,CALLAO,011,060,22,89,1,bajo
070101038000590,070101,CALLAO,038,059,30,107,3,medio
070101011000470,070101,CALLAO,011,047,50,159,1,bajo
070101038000580,070101,CALLAO,038,058,21,85,3,medio
070101011000520,070101,CALLAO,011,052,19,75,2,medio bajo
07010101100041A,070101,CALLAO,011,041,16,57,1,bajo
07010101100060K,070101,CALLAO,011,060,17,50,1,bajo
070101011000400,070101,CALLAO,011,040,4,17,1,bajo
07010101100042A,070101,CALLAO,011,042,20,65,1,bajo
07010101100040A,070101,CALLAO,011,040,5,21,1,bajo
070101019000360,070101,CALLAO,019,036,71,250,4,medio alto
070101011000600,070101,CALLAO,011,060,25,81,1,bajo
070101019000350,070101,CALLAO,019,035,49,197,4,medio alto
07010101100043A,070101,CALLAO,011,043,15,53,1,bajo
070101011000440,070101,CALLAO,011,044,38,137,1,bajo
070101019000340,070101,CALLAO,019,034,67,228,4,medio alto
070101019000410,070101,CALLAO,019,041,17,49,4,medio alto
070101019000550,070101,CALLAO,019,055,34,104,4,medio alto
07010101500028P,070101,CALLAO,015,028,25,88,1,bajo
070101019000560,070101,CALLAO,019,056,79,278,4,medio alto
070101011000430,070101,CALLAO,011,043,11,48,1,bajo
070101011000490,070101,CALLAO,011,049,12,44,1,bajo
070101011000510,070101,CALLAO,011,051,17,57,2,medio bajo
070101019000390,070101,CALLAO,019,039,43,148,4,medio alto
070101011000530,070101,CALLAO,011,053,12,43,2,medio bajo
070101019000400,070101,CALLAO,019,040,49,172,4,medio alto
07010101100049A,070101,CALLAO,011,049,34,106,1,bajo
07010101100048A,070101,CALLAO,011,048,31,126,1,bajo
07010101100060M,070101,CALLAO,011,060,19,65,1,bajo
07010101100060N,070101,CALLAO,011,060,4,10,1,bajo
070101012000040,070101,CALLAO,012,004,20,71,2,medio bajo
07010101100050B,070101,CALLAO,011,050,6,11,2,medio bajo
07010101100060P,070101,CALLAO,011,060,2,2,1,bajo
07010101100050A,070101,CALLAO,011,050,3,16,2,medio bajo
070101012000370,070101,CALLAO,012,037,39,165,2,medio bajo
070101012000080,070101,CALLAO,012,008,30,135,2,medio bajo
070101011000540,070101,CALLAO,011,054,24,79,2,medio bajo
070101012000010,070101,CALLAO,012,001,20,67,2,medio bajo
070101012000380,070101,CALLAO,012,038,31,106,2,medio bajo
07010101100060O,070101,CALLAO,011,060,12,31,1,bajo
07010101100038A,070101,CALLAO,011,038,19,52,1,bajo
07010101200052N,070101,CALLAO,012,052,8,8,1,bajo
070101012000610,070101,CALLAO,012,061,43,167,2,medio bajo
070101012000410,070101,CALLAO,012,041,32,122,2,medio bajo
070101012000020,070101,CALLAO,012,002,19,88,2,medio bajo
070101019000180,070101,CALLAO,019,018,42,161,4,medio alto
070101019000200,070101,CALLAO,019,020,16,60,4,medio alto
070101038000570,070101,CALLAO,038,057,30,109,3,medio
07010101100060C,070101,CALLAO,011,060,19,79,1,bajo
070101019000540,070101,CALLAO,019,054,87,303,4,medio alto
070101019000580,070101,CALLAO,019,058,84,290,4,medio alto
070101019000520,070101,CALLAO,019,052,46,212,4,medio alto
070101019000450,070101,CALLAO,019,045,45,176,4,medio alto
070101022000570,070101,CALLAO,022,057,63,239,4,medio alto
070101019000460,070101,CALLAO,019,046,12,48,4,medio alto
070101019000440,070101,CALLAO,019,044,52,180,4,medio alto
070101019000490,070101,CALLAO,019,049,74,237,4,medio alto
070101019000600,070101,CALLAO,019,060,37,114,4,medio alto
070101019000500,070101,CALLAO,019,050,26,91,4,medio alto
070101019000480,070101,CALLAO,019,048,50,150,4,medio alto
070101022000210,070101,CALLAO,022,021,75,264,4,medio alto
070101019000530,070101,CALLAO,019,053,69,247,4,medio alto
070101022000230,070101,CALLAO,022,023,38,107,4,medio alto
070101022000010,070101,CALLAO,022,001,32,110,5,alto
070101022000560,070101,CALLAO,022,056,75,268,4,medio alto
070101022000220,070101,CALLAO,022,022,62,184,4,medio alto
07010101100060J,070101,CALLAO,011,060,23,86,1,bajo
070101022000290,070101,CALLAO,022,029,144,449,4,medio alto
070101019000430,070101,CALLAO,019,043,41,178,4,medio alto
070101019000590,070101,CALLAO,019,059,54,157,4,medio alto
070101019000320,070101,CALLAO,019,032,71,237,4,medio alto
070101019000470,070101,CALLAO,019,047,52,149,4,medio alto
070101011000360,070101,CALLAO,011,036,1,1,3,medio
070101012000110,070101,CALLAO,012,011,22,78,2,medio bajo
070101012000050,070101,CALLAO,012,005,38,130,2,medio bajo
070101012000060,070101,CALLAO,012,006,35,124,2,medio bajo
07010101200010C,070101,CALLAO,012,010,25,81,2,medio bajo
070101012000090,070101,CALLAO,012,009,22,91,2,medio bajo
07010101200052P,070101,CALLAO,012,052,3,10,1,bajo
07010101200052S,070101,CALLAO,012,052,48,135,2,medio bajo
07010101200052T,070101,CALLAO,012,052,49,134,2,medio bajo
07010101200052Q,070101,CALLAO,012,052,33,93,1,bajo
070101011000420,070101,CALLAO,011,042,11,46,1,bajo
070101011000560,070101,CALLAO,011,056,45,162,2,medio bajo
