proyecto,codigo_proyecto,promotor,direccion,departamento,provincia,distrito,periodo_publicacion,area_techada_min,area_techada_max,area_lote_min,area_lote_max,precio_min,precio_max,unidades_disponibles,bono_verde,web,telefono,programa
MULTIFAMILIAR MARCABALITO JME 1,001982025F,CONSTRUCTORA E INMOBILIARIA JME E.I.R.L.,CENTRO POBLADO MARCABELITO MZ F SUB LOTE 2A,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,1/07/2026,40.1,40.02,63.03,40.02,53500.0,53500.0,7,0,,973815613,techo_propio
LAS PRADERAS DE MOCHE,000962024F,REPRESENTACIONES DACA S.A.C.,"U.C. 04405 - U.C. 04406 Predio La Cruz, Valle Moche, Sector La Cruz",LA LIBERTAD,TRUJILLO,MOCHE,1/07/2026,30.0,30.0,63.0,63.0,91848.0,91848.0,79,0,,977642728,techo_propio
RESIDENCIAL LAS DELICIAS,001862025F,INVERSIONES Y SERVICIOS SIGMA S.A.C.,ASENTAMIENTO HUMANO MARGINAL TAQUILA SECTOR 2 MZ 11 LOTE 5,LA LIBERTAD,TRUJILLO,MOCHE,1/07/2026,46.53,42.13,66.97,42.13,50545.0,50545.0,12,0,,988993449 / 943773127,techo_propio
RESIDENCIAL MOCHE,01262025C,BRICK S.A.C.,ASENTAMIENTO HUMANO ALTO MOCHE A MZ. 76 LOTE 2,LA LIBERTAD,TRUJILLO,MOCHE,1/07/2026,40.03,40.0,54.91,40.0,48545.0,48545.0,6,0,,960799391,techo_propio
RESIDENCIAL SALMA,02452025C,CONSTRUCCIONES E INMOBILIARIA VGAMBOA E.I.R.L.,"ASENTAMIENTO HUMANO LAS DELICIAS NORTE SECTOR A MZ. ""26"" LOTE 3",LA LIBERTAD,TRUJILLO,MOCHE,1/07/2026,40.02,40.01,77.68,40.01,52500.0,52500.0,8,0,,981194866,techo_propio
TORRE LAS DELICIAS ,001712025F,ARQUING CONSTRUCTORA S.A.C.,ASENTAMIENTO HUMANO LAS DELICIAS NORTE - SECTOR A - MZ 31 LT 04,LA LIBERTAD,TRUJILLO,MOCHE,1/07/2026,43.6,43.58,43.6,43.58,61545.0,61545.0,10,0,,938783705,techo_propio
VIVIENDA MULTIFAMILIAR OCALA,02402025C,YACHAYWASI GESTION Y CONSULTORIA S.A.C.,ASENTAMIENTO HUMANO LAS DELICIAS NORTE - SECTOR A - MZ 21 LT 08,LA LIBERTAD,TRUJILLO,MOCHE,1/07/2026,56.87,44.14,61.04,44.14,130500.0,130500.0,18,0,,949640074,techo_propio
"HABILITACIÓN URBANA ""LA ESTANCIA DE PACANGUILLA""",000282026F,FORTALEZA MAM CONTRATISTAS S.A.C.,"U.C. 6957 (21638-21639) UBICADO EN EL SECTOR PACANGUILLA ALTO, VALLE JEQUETEPEQUE",LA LIBERTAD,CHEPEN,PACANGA,1/07/2026,25.0,25.0,70.88,70.88,61035.0,61035.0,136,0,,951592849,techo_propio
HABILITACIÓN URBANA VIRGEN DEL CARMEN,00202026C,GRUPO KCOMTFIANZA S.A.C,UBIC. RUR. VALLE JEQUETEPEQUE PREDIO SAN VICENTE Y CHOCHERA U.C./PARC. 6777,LA LIBERTAD,CHEPEN,PACANGA,1/07/2026,25.0,25.0,50.0,50.0,55000.0,55000.0,227,0,,953393189,techo_propio
MULTIFAMILIAR LLANOS,001142025F,K-L-M CONTRATISTAS GENERALES  SAC,Calle Eulogio Revilla N° 100 Pacanga,LA LIBERTAD,CHEPÉN,PACANGA,1/07/2026,41.0,40.0,49.95,40.0,47995.0,47995.0,24,0,,044-586471 / 948104310,techo_propio
MULTIFAMILIAR MUÑOZ,001872025F,INMOBILIARIA VASQUEZ CABANILLAS EIRL,C.P VILLA DE PACANGA MZ. 60 LOTE 09,LA LIBERTAD,CHEPÉN,PACANGA,1/07/2026,45.71,44.964,59.815,45.409,47984.54,47984.54,8,0,,954849308,techo_propio
MULTIFAMILIAR PACANGUILLA,02362025C,PROYECTOS SAMIRA E.I.R.L.,"CALLE MANUEL BANDA, LOTE 9, MANZANA 77, CENTRO POBLADO PACANGUILLA",LA LIBERTAD,CHEPÉN,PACANGA,1/07/2026,41.0,41.0,41.0,41.0,47985.0,47985.0,9,0,,983255259 / 986182356,techo_propio
MULTIFAMILIAR REVILLA ,001382025F,INMOBILIARIA VASQUEZ CABANILLAS,CC.PP. VILLA PACANGA MZ 03 LOTE 11,LA LIBERTAD,CHEPÉN,PACANGA,1/07/2026,55.057,42.649,55.057,42.649,47984.54,47984.54,7,0,,954849308,techo_propio
MULTIFAMILIAR SUAREZ,001732025F,INMOBILIARIA VASQUEZ CABANILLAS EIRL,CENTRO POBLADO VILLA DE PACANGA MZ 5 LOTE 7,LA LIBERTAD,CHEPÉN,PACANGA,1/07/2026,46.194,41.427,62.245,41.427,47984.54,47984.54,8,0,,954849308,techo_propio
RESIDENCIAL MANUEL BANDA,0217-2022-F,CORPORACIÓN GF S.A.C.,Centro Poblado Pacanguilla Mz 78 Lote 22,LA LIBERTAD,CHEPÉN,PACANGA,1/07/2026,40.04,40.04,44.645,44.645,55000.0,55000.0,8,0,,960256081 - 960688377 - 960688490,techo_propio
EDIFICIO MULTIFAMILIAR B-1,00892025C,GRUPO YANASARA S.A.C.,"AA.HH. EL PROGRESO MZ.B, LOTE 1 ",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.13,40.05,40.13,40.05,48500.0,48500.0,8,0,,962855523,techo_propio
EDIFICIO MULTIFAMILIAR RAZURI,02542025C,URBE CONSTRUCCIONES S.R.L.,"CALLE VICENTE RAZURI MZ. 19 LOTE 15, C.P. PACASMAYO",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.81,40.64,40.81,40.64,48506.0,48500.0,14,0,,948773526,techo_propio
EL PROGRESO I,0692024C,NQP CONSTRUCTORES E.I.R.L.,AA.HH. EL PROGRESO MZ. E LOTE 2,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.98,40.01,55.27,40.01,53095.0,49045.0,5,0,,,techo_propio
MULTIFAMILIAR ALBARRÁN,000972025F,K-L-M CONTRATISTAS GENERALES  SAC,"MZ J. LOTE 19, AA.HH EL PROGRESO",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.18,40.18,44.43,44.43,47995.0,47995.0,8,0,,044-586471 948104310,techo_propio
MULTIFAMILIAR CALLAO-AVN ADQUISICIÓN DE VIVIENDA NUEVA,001162025F,ESPACIO ARQUITECTURA Y CONSTRUCCIÓN S.A.C.,CENTRO POBLADO PACASMAYO SECTOR PARTE ALTA PACASMAYO MZ 22 LOTE 20,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,105.59,40.24,105.59,40.24,46305.0,46305.0,5,0,,94 9174060,techo_propio
MULTIFAMILIAR CHINCHAYAN,001402025F,K-L-M CONTRATISTAS GENERALES  SAC,CENTRO POBLADO CENTRO DE PACASMAYO MZ.60 LT.10,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,53.34,40.25,53.34,40.25,47995.0,47995.0,11,0,,044-586471 / 948104310,techo_propio
MULTIFAMILIAR EL PORVENIR,01672025C,PROYECTOS SAMIRA E.I.R.L.,"CALLE JOSÉ MARÍA EGUREN, LOTE 6, MANZANA 32, CENTRO POBLADO PACASMAYO",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,41.92,40.86,66.9,40.86,47985.0,47985.0,9,0,,986182356/983255259,techo_propio
MULTIFAMILIAR ESPINAR-AVN-ADQUISICION DE VIVIENDA NUEVA,001172025F,ESPACIO ARQUITECTURA Y CONSTRUCCION S.A.C.,Centro Poblado Centro de Pacasmayo Mz.19 Lt 21,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,41.22,40.1,47.47,40.1,46305.0,46305.0,8,0,,949174060,techo_propio
MULTIFAMILIAR FEDERICO LLONTOP,02562025C,SERVICIOS INTEGRALES SGR.E.I.R.L.,CENTRO POBLADO PACASMAYO SECTOR ALTO NUEVO PACASMAYO MZ. 5 LOTE 15,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.0,40.0,40.0,40.0,48145.0,48145.0,12,0,,977673447,techo_propio
MULTIFAMILIAR FEDERICO LLONTOP-AVN-ADQUISICION DE VIVIENDA NUEVA,001422025F,ESPACIO ARQUITECTURA Y CONSTRUCCION S.A.C.,CENTRO POBLADO PACASMAYO SECTOR ALTO NUEVO PACASMAYO MZ 4 LOTE 33 ,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.0,40.0,40.0,40.0,46305.0,46305.0,5,0,,044227961 - 949 174 060,techo_propio
MULTIFAMILIAR GUADALUPE-AVN-ADQUISICION DE VIVIENDA NUEVA,001182025F,ESPACIO ARQUITECTURA Y CONSTRUCCION S.A.C.,Centro Poblado Pacasmayo Sector Alto Nuevo Pacasmayo Mz. 24 Lote 12 ,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.6,40.15,40.6,40.15,46305.0,46305.0,8,0,,949174060,techo_propio
MULTIFAMILIAR HUARIPATA,000782025F,K-L-M CONTRATISTAS GENERALES  SAC,"LOTE 14, MZ. 1, AA.HH. EL PORVENIR",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.51,40.14,49.77,40.14,47995.0,47995.0,8,0,,965638464 / 996964907 / 948104310 / 948104330,techo_propio
MULTIFAMILIAR KATCIN ,001742025F,K-L-M CONTRATISTAS GENERALES  SAC,"SUB LOTE 16A MZ.22 SECTOR EL PORVENIR, CENTRO POBLADO PACASMAYO",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,41.54,40.55,46.24,40.55,47995.0,47995.0,7,0,,044-586471 / 948104310,techo_propio
MULTIFAMILIAR PACASMAYO 7,00022026C,4 BROTHER'S S.A.C.,"CALLE ADOLFO KING, MZ. 7, LOTE 32, CENTRO POBLADO PACASMAYO, SECTOR ALTO, NUEVO PACASMAYO",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,41.08,40.61,41.08,40.61,49500.0,49500.0,16,0,,981620513,techo_propio
MULTIFAMILIAR PAREDES ORTIZ,000992025F,K-L-M CONTRATISTAS GENERALES  SAC,"AA.HH ALTO NUEVO PACASMAYO , MZ 6, LOTE 7",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.5,40.5,44.7,44.7,47995.0,47995.0,8,0,,044-586471 948104310,techo_propio
MULTIFAMILIAR RAMIREZ,000812025F,K-L-M CONTRATISTAS GENERALES  SAC,CENTRO POBLADO CENTRO DE PACASMAYO Mz.51 Lt 19,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.58,40.11,52.8,40.11,47995.0,47995.0,3,0,,965638464 / 996964907 / 948104310 / 948104330,techo_propio
MULTIFAMILIAR VASQUEZ II,000882026F,K-L-M CONTRATISTAS GENERALES  SAC,"MZ F', LOTE 1, AA.HH. LA PALMERA",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.56,40.18,46.81,40.18,51842.5,51842.5,8,0,,044-586471 / 948104310,techo_propio
MULTIFAMILIAR YNFANTE,000962025F,K-L-M CONTRATISTAS GENERALES  SAC,MZ M LOTE 17 A.A.H.H LA PALMERA,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.49,40.49,45.16,45.16,47995.0,47995.0,8,0,,"044-586471, 948104310, 965638464",techo_propio
PACASMAYO CD 83,00772025C,CASTILLO DIAZ CONSTRUCTORES E.I.R.L.,"Calle Ricardo Palma, Mz. 3, Lote 15, Centro Poblado Pacasmayo, Sector Parte Alta Pacasmayo",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.08,40.01,61.97,40.01,52500.0,52500.0,9,0,,964196144,techo_propio
PACASMAYO S-76,2092025C,SALMA CONSTRUCTORES GENERALES E.I.R.L.,ASENTAMIENTO HUMANO EL PORVENIR MZ. 11 LOTE 20,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.13,40.04,40.13,40.04,52500.0,52500.0,6,0,,981194866,techo_propio
PAKATNAMU R100,2172025C,RUWAY COMPANY S.A.C.,ASENTAMIENTO HUMANO PAKATNAMU MZ G' LOTE 1,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.57,40.0,53.86,40.0,53500.0,53500.0,12,0,,947829188,techo_propio
RESIDENCIAL CAJAMARCA ,000642024F,CORPORACIÓN GF S.A.C.,"Centro poblado Pacasmayo,Sector alto nuevo Pacasmayo, Mz 17 lote 10",LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.125,40.125,40.16,40.16,60000.0,60000.0,3,0,,942901586,techo_propio
RESIDENCIAL JOSÉ OLAYA,059-2023-C,CORPORACIÓN GF S.A.C.,CENTRO POBLADO PACASMAYO SECTOR PARTE ALTA PACASMAYO MZ 17 LOTE 19,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,40.0,40.0,40.0,40.0,53500.0,48000.0,1,0,,942901586,techo_propio
RESIDENCIAL SOL DE PACASMAYO,000592025F,NOGALCUCHO INVERSIONES Y SERVICIOS SAC ,Mz M lote 11 AA.HH. El Progreso,LA LIBERTAD,PACASMAYO,PACASMAYO,1/07/2026,42.08,42.08,47.75,42.08,47305.0,47305.0,8,0,,989315331,techo_propio
VIVIENDA MULTIFAMILIAR SAN JOSE,001372025F,IST CONSTRUCTORES CONSULTORES SAC,AA.HH. SAN MARTIN DE PORRES MZ.60 LT. 18 SECTOR 1 - SAN MARTIN DE PORRES ZONA A,LA LIBERTAD,SAN JOSE,PACASMAYO,1/07/2026,44.44,42.05,57.7,42.05,47985.0,47985.0,5,0,,957024355,techo_propio
CONJUNTO HABITACIONAL NUEVO PAIJAN I,00262026C,CONSTRUCTORA HABIMOR SAC,"SUB PARCELA 2145-A UBIC. RUR. PREDIO MOCAN, VALLE CHICAMA, SECTOR LA HORMIGUITA",LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,27.55,26.08,112.46,62.32,106145.0,50545.0,566,0,,950201122,techo_propio
CONJUNTO HABITACIONAL NUEVO PAIJAN III,0242-2022-C,CONSTRUCTORA HABIMOR SAC,UBIC. RURAL PREDIO ISAAC SECTOR MOCAN LA HORMIGUITA PARCELA 2147 C.P./PARC. 2147 SUB PARCELA 2147-A,LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,27.26,27.26,77.5,77.5,67000.0,67000.0,77,0,,978966007,techo_propio
EDIFICIO RESIDENCIAL TIPO QUINTA PAIJAN GIC-03,000842026F,GERSON H INVERSIONES CORP E.I.R.L.,ASENTAMIENTO HUMANO LICAPA MZ 9 LOTE 10A,LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,40.07,40.05,49.6,48.53,55000.0,55000.0,7,0,,965460263,techo_propio
HABILITACIÓN URBANA CON CONSTRUCCIÓN SIMULTANEA VALLE DEL SOL,0101-2022-F,Constructora & Inmobiliaria Torres de Cristal S.A.C.,Predio ubicado en el distrito de Paijan - Ascope,LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,36.0,36.0,70.0,70.0,51250.0,51250.0,166,0,,980038112 / 948314597,techo_propio
PAIJAN GIC-01,01302025C,GERSON H INVERSIONES CORP E.I.R.L.,ASENTAMIENTO HUMANO ALTO NUEVO MIRAFLORES MZ. A LOTE 7,LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,40.06,40.06,40.09,40.02,53500.0,53500.0,8,0,,965460263,techo_propio
PAIJAN LM 13,00522025C,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,"Calle Bolognesi, Asentamiento Humano Alto Paiján, Sector Monterrey, Sector Poste Blanco, Mz. 10 Lote 7",LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,45.01,40.0,45.01,40.0,52000.0,52000.0,12,0,,947930931,techo_propio
PAIJAN S 71,1582025C,SALMA CONSTRUCTORES GENERALES E.I.R.L.,ASENTAMIENTO HUMANO LOS GIRASOLES SECTOR LA HORMIGUITA MZ. I LOTE 7,LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,40.05,40.0,40.05,40.0,53500.0,53500.0,5,0,,981194866,techo_propio
RESIDENCIAL LAS CAMELIAS,00512025C,NORDIKA S.A.C.,Asentamiento Humano Alto Paiján Sector Monterrey Sector Poste Blanco Sector I Mz. 7 Lote 7,LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,41.93,41.93,57.88,40.38,51500.0,51500.0,9,0,,"938154869
979800246",techo_propio
RESIDENCIAL LAS GARDENIAS 1,001212024C,EXTERNA CONSULTING S.A.C.,"CALLE MOCHICA, MANZANA 11, LOTE 1, ASENTAMIENTO HUMANO LICAPA",LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,64.52,42.53,64.52,42.53,55000.0,55000.0,6,0,,979800246 / 938154869 / 044374601 ,techo_propio
RESIDENCIAL MARIA DEL PILAR,000922024F,NOGALCUCHO INVERSIONES Y SERVICIOS S.A.C.,"Asentamiento Humano nuevo Cartavio-Malca mz m, lote 4",LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,42.4,42.4,43.75,43.75,50000.0,50000.0,3,0,,989315331,techo_propio
RESIDENCIAL VILLA URBANA,000692025F,INVERSIONES Y SERVICIOS SIGMA S.A.C.,ASENTAMIENTO HUMANO LICAPA MZ 21 LOTE 3 ,LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,49.03,40.6,49.03,40.6,56955.0,56955.0,18,0,,"988993449
943773127",techo_propio
Residencial El Pilar,0069-2022-F,Fortuna Constructora Inmobiliaria S.A.C.,Predio El Pilar con U.C. N°10313,LA LIBERTAD,ASCOPE,PAIJAN,1/07/2026,25.0,25.0,60.0,60.0,49312.5,49312.5,182,0,,958962823/ 958962314,techo_propio
HABILITACIÓN URBANA CON CONSTRUCCIÓN SIMULTÁNEA CONDOMINIO VILLA ADRIANA II,000652024F,P&G GROUP S.A.C.,PREDIO GARBANZAL UC N° 159306 SECTOR SAN JUAN VALLE CHICAMA,LA LIBERTAD,ASCOPE,PAIJÁN,1/07/2026,34.92,34.92,50.0,50.0,77850.0,77850.0,41,0,,955136861,techo_propio
PAIJAN S 68,1572025C,SALMA CONSTRUCTORES GENERALES E.I.R.L.,ASENTAMIENTO HUMANO ALTO PAIJÁN SECTOR MONTERREY SECTOR POSTE BLANCO MZ. 12 SUB LOTE 9A,LA LIBERTAD,ASCOPE,PAIJÁN,1/07/2026,40.06,40.04,66.59,40.04,53500.0,53500.0,8,0,,981194866,techo_propio
RESIDENCIAL LAS GARDENIAS 1C,0852023C,EXTERNA CONSULTING S.A.C.,ASENTAMIENTO HUMANO LICAPA MZ. 11 LOTE 1C,LA LIBERTAD,ASCOPE,PAIJÁN,1/07/2026,40.65,40.02,54.04,40.02,45000.0,45000.0,9,0,,979800246 / 938154869 / 044374601 ,techo_propio
RESIDENCIAL SANTIAGO,00052025F,CONSTRUCTORA VIGLE E.I.R.L.,ASENTAMIENTO HUMANO ALTO PAIJÁN SECTOR MONTEREY SECTOR POSTE BLANCO MZ 37 LOTE 10,LA LIBERTAD,ASCOPE,PAIJÁN,1/07/2026,40.0,40.0,40.0,40.0,47330.0,47330.0,2,0,,926420786,techo_propio
SIENA CONDOMINIOS I ETAPA,001502025F,P&G GROUP S.A.C.,PREDIO GARBANZAL UC N° 159304 SECTOR SAN JUAN VALLE CHICAMA,LA LIBERTAD,ASCOPE,PAIJÁN,1/07/2026,25.0,25.0,50.0,50.0,75850.0,75850.0,216,0,,955136861,techo_propio
MULTIFAMILIAR JOSE GERARDO,000472025F,PR & CB SERVICIOS GENERALES E.I.R.L.,Centro Poblado Pueblo Nuevo Mz 41 Lt 11,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,1/07/2026,40.95,40.2,46.58,40.64,47399.15,47399.15,2,0,,904829585,techo_propio
MULTIFAMILIAR LUZ MARINA,001452025F,PR & CB SERVICIOS GENERALES E.I.R.L.,CENTRO POBLADO PUEBLO NUEVO MZ. 9 LOTE 10,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,1/07/2026,40.83,40.35,60.66,40.35,48000.0,48000.0,7,0,,904829505,techo_propio
NUEVO SEMAN,02262025C,RCA CONSTRUCTORA E INMOBILIARIA S.A.C,UBIC.RUR. PREDIO SEMAN VALLE JEQUETEPEQUE,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,1/07/2026,25.0,25.0,158.21,50.0,71545.0,54545.0,304,0,,992303434 / 944183049,techo_propio
CONJUNTO HABITACIONAL NUEVO PAIJAN II,00062025C,CONSTRUCTORA HABIMOR SAC,Sub Parcela 2146-A Ubic. Rur. Valle Chicama Predio Lauro Parcela 2146,LA LIBERTAD,Ascope,Paijan,1/07/2026,27.94,26.23,40.6,40.6,64805.0,45305.0,217,0,,950201122,techo_propio
HABILITACIÓN URBANA JARDINES DE RÁZURI,1102024C,EL PALMO GRUPO CONSTRUCTOR S.A.C.,PREDIO RÚSTICO MOCAN SUB LOTE UNIDAD 1-A SECTOR LA PAMPA-LAS DOS RAYAS,LA LIBERTAD,ASCOPE,RÁZURI,1/07/2026,25.2,20.0,66.02,60.0,53212.5,53212.5,401,0,,943772133,techo_propio
“VISTA DEL SOL” ETAPA I,002332025F,LOS PORTALES S.A.,SUB MODULO II-A U.C. 15427 MODULO III-A U.C. 15428 (ANTES LOTE B-4 U.C. 15394 SECTOR V) PARCELA C.XVII,LA LIBERTAD,TRUJILLO,SALAVERRY,1/07/2026,27.58,27.58,60.0,60.0,99800.0,99800.0,5,0,,930185004,techo_propio
“VISTA DEL SOL” ETAPA II,000522026F,LOS PORTALES S.A.,"PARCELA XIV, SUB MODULO II-A U.C. 15427 MODULO III-A U.C. 15428 (ANTES LOTE B-4 U.C. 15394 SECTOR V)",LA LIBERTAD,TRUJILLO,SALAVERRY,1/07/2026,27.58,27.58,62.5,60.0,98069.19,98069.19,185,0,,930185004,techo_propio
“VISTA DEL SOL” ETAPA III,000462026F,LOS PORTALES S.A.,"PARCELA XI, SUB MODULO II-A U.C. 15427 MODULO III-A U.C. 15428 (ANTES LOTE B-4 U.C. 15394 SECTOR V)",LA LIBERTAD,TRUJILLO,SALAVERRY,1/07/2026,27.62,27.62,60.0,60.0,100881.4,100881.4,208,0,,930185004,techo_propio
EDIFICIO MULTIFAMILIAR SAN JOSE R-99,01762025C,RUWAY COMPANY SAC,ASENTAMIENTO HUMANO SAN MARTIN DE PORRES MZ.150 LOTE 5 SECTOR 2 PUENTE OLIVARES ZONA A,LA LIBERTAD,PACASMAYO,SAN JOSE,1/07/2026,40.08,40.05,46.41,40.05,52500.0,52500.0,9,0,,928934484,techo_propio
MULTIFAMILIAR LA MORADA DE SAN MARTIN ,001722025F ,IST CONSTRUCTORES CONSULTORES SAC,AA.HH. SAN MARTIN DE PORRES MZ.60 LT. 16 SECTOR 1 - SAN MARTIN DE PORRES ZONA A,LA LIBERTAD,PACASMAYO,SAN JOSE,1/07/2026,41.97,40.06,54.07,40.06,47985.0,47985.0,5,0,,982013887,techo_propio
MULTIFAMILIAR RAMOS,001002025F,K-L-M CONTRATISTAS GENERALES  SAC,"Centro Poblado Verdun, Mz. 36, Lote 12",LA LIBERTAD,PACASMAYO,SAN JOSÉ,1/07/2026,40.6,40.6,43.86,40.6,47995.0,47995.0,8,0,,"965638464
948104310",techo_propio
EDIFICIO MULTIFAMILIAR SAN PEDRO LM 73,1032025C,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,Mz. L Lote 6 Asentamiento Humano Cruce el Milagro I,LA LIBERTAD,PACASMAYO,SAN PEDRO,1/07/2026,40.07,40.04,40.07,40.04,55000.0,55000.0,12,0,,947930931,techo_propio
CONJUNTO HABITACIONAL GERMAN RAZURI II,072-2022-C,ARQ TECH PERU SERVICIOS GENERALES S.R.L.,"Predio San Juan y El Moreno, Sector El Palmo, Valle Jequetepeque lote D",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,52.5,52.5,66.82,66.82,46205.0,46205.0,2,0,,914382614/ 940916110,techo_propio
CONJUNTO HABITACIONAL GERMAN RAZURI III,079-2022-C,ARLES S.R.L.,Predio San Juan y El Moreno Sector El Palmo Valle Jequetepeque Lote C,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,35.0,35.0,60.0,60.0,46205.0,46205.0,42,0,,914382614 /940916110,techo_propio
CONJUNTO HABITACIONAL GERMÁN RAZURI V,01112025C,ANTARK CONSTRUCTORA Y SERVICIOS GENERALES S.A.C.,"Predio San Juan y El Moreno, Lote A, Valle Jequetepeque, Sector El Palmo",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,70.48,35.0,157.5,50.0,46805.0,46205.0,164,0,,"979990143
 979990143
962769755
995362617",techo_propio
CONJUNTO RESIDENCIAL GERMAN RAZURI IV,0131-2022-C,ATICA S.A.C.,"Predio rústico denominado San Juan y El Moreno, Lote B Sector El Palmo Valle Jequetepeque",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,52.5,52.5,78.85,78.85,46205.0,46205.0,86,0,,914382614 /940916110,techo_propio
CONJUNTO RESIDENCIAL SAN PEDRO LM 41,001082025F,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,MZ. A LOTE 31 AA.HH. LAS MARAVILLAS,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.1,40.03,56.09,40.03,50000.0,50000.0,12,0,,947930931,techo_propio
EDIFICIO MULTIFAMILIAR - 20 DEPARTAMENTOS,00082026C,GOLDEN NIGHT E.I.R.L.,MZ. G LOTE 1 AA.HH CRUCE EL MILAGRO,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.04,40.04,40.04,40.04,50000.0,50000.0,20,0,,966428641,techo_propio
EDIFICIO MULTIFAMILIAR 15 DEPARTAMENTOS,086-2023-C,GRUPO YANASARA S.A.C.,AA.HH. Mazanca Mz. M Lote 11,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.0,40.0,40.0,40.0,48160.0,48160.0,3,0,,945212757,techo_propio
EDIFICIO MULTIFAMILIAR 8-15,00312026C,MD EDIFICA S.A.C.,"ASENTAMIENTO HUMANO JOSÉ GÁLVEZ MONTOYA MZ. ""8"" LOTE 15",LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.48,40.03,43.73,40.03,48500.0,48500.0,8,0,,999628092,techo_propio
EDIFICIO MULTIFAMILIAR AVN SAN PEDRO IX,0133-2023-F,GRUPO CONSTRUCTOR FOCSA S.A.C,Asentamiento Humano José Gálvez Montoya Mz. 8 Lote 12,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,43.7,43.7,43.7,43.7,47984.54,47984.54,2,0,,947411205,techo_propio
EDIFICIO MULTIFAMILIAR C-1A,02512025C,OLIVA ZAMORA SERVICIOS GENERALES E.I.R.L.,PUEBLO JOVEN SAN PABLO MZ. C LOTE 1A,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.0,40.0,40.0,40.0,50000.0,50000.0,10,0,,999628092,techo_propio
EDIFICIO MULTIFAMILIAR CHOCOFAN 7,00132026C,LUPITA BYD E.I.R.L.,ASENTAMIENTO HUMANO CHOCOFAN MZ. 28 LOTE 7,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1/07/2026,40.12,40.12,40.12,40.12,49500.0,49500.0,10,0,,951040035,techo_propio
