proyecto,codigo_proyecto,promotor,direccion,departamento,provincia,distrito,periodo_publicacion,area_techada_min,area_techada_max,area_lote_min,area_lote_max,precio_min,precio_max,unidades_disponibles,bono_verde,web,telefono,programa
URBANIZACION RAYOS DEL SOL ,0106-2022-F,COHABITAT S.A.C. ,UBIC. RUR. SECTOR HUARANGO MOCHO/ PREDIO LOTE 267 U.C. 07039,ICA,ICA,SANTIAGO,1/07/2026,25.0,25.0,40.0,40.0,75000.0,75000.0,242,0,,960197610,techo_propio
SOL DE LA FLORIDA X ETAPA,002022025F,LOS PORTALES S.A.,"UBIC. RUR. VALLE ICA, CASERIO MACACONA, PARCELA N°172 A",ICA,ICA,SUBTANJALLA,1/07/2026,27.58,27.58,60.0,60.0,104500.0,104500.0,3,0,,914321285,techo_propio
VILLA LOS PECANOS ETAPA 1 Y 2,000622025F,MENORCA INVERSIONES S.A.C.,UBIC. RUR. VALLE ICA/CASERÍO MACACONA/ PARCELA N° 155 ÁREA HA. 2.8857 U.C. 17542 ,ICA,ICA,SUBTANJALLA,1/07/2026,25.14,25.0,97.49,38.0,102500.0,77700.0,129,0,,01 2032828 - 922650201-923685878,techo_propio
VIVIENDA MULTIFAMILIAR SANTO TOMAS,000852026F,ALBRU DEL SUR S.A.C. ,ACUMULADO URB. AV. SANTO TOMAS NUM. 482 SUB LOTE 1 Y 2 SECTOR ANTES DE PAGO DE ACEQUIA GRANDE TOMA DE COLQUE DEL CC.PP. SAN MARTIN-SUNAMPE,ICA,CHINCHA,SUNAMPE,1/07/2026,42.22,41.67,47.16,42.22,93000.0,85000.0,12,0,,923509620,techo_propio
RESIDENCIAL JARDINES DE FLORESTA,0882025C,FLORESTA JAH INMOBILIARIA Y CONSTRUCTORA S.A.C.,Predio Urbano Mz. G Lotes 7 y 8 Asociación de Vivienda Jardines de la Justicia,JUNIN,HUANCAYO,HUANCAYO,1/07/2026,63.46,56.65,91.45,59.47,130500.0,130500.0,20,0,,998510566/ 975329393,techo_propio
RESIDENCIAL JARDINES DE FLORESTA II,0922025C,FLORESTA JAH INMOBILIARIA Y CONSTRUCTORA S.A.C.,Asociación de Vivienda Jardines de La Justicia Mz. G Lote 12,JUNIN,HUANCAYO,HUANCAYO,1/07/2026,63.55,54.87,64.49,55.55,130500.0,130500.0,14,0,,998510566/ 975329393,techo_propio
QUINTA XAUXA,02182025C,CORPORACIÓN D & GPC E.I.R.L. ,"CENTRO POBLADO HUERTAS MZ. ""J1"" LOTE 2",JUNIN,JAUJA,HUERTAS,1/07/2026,51.05,50.12,100.73,65.99,49805.0,49805.0,5,0,,902210031,techo_propio
RESIDENCIAL CARATA,001362025F,GRUPO MINCHOLA S.A.C.,CENTRO POBLADO CARATA MZ. 3 LT 4,LA LIBERTAD,OTUZCO,AGALLPAMPA,1/07/2026,41.11,40.0,55.19,40.0,55000.0,55000.0,20,0,,918429263,techo_propio
HABILITACION URBANA CON CONSTRUCCION SIMULTANEA ANA CAMILA DE ASCOPE,001412025F,KSA CONSTRUCCIONES S.A.C.,PREDIO LA PAZ identificado ocn U.C. N°10223-A,LA LIBERTAD,ASCOPE,ASCOPE,1/07/2026,35.05,31.22,79.95,44.45,71745.0,49045.0,276,0,,982719919,techo_propio
PROYECTO DE VIVIENDA UNIFAMILIAR CON CONSTRUCCIÓN SIMULTÁNEA VILLA ASCOPE,043-2021-C,VILLA ASCOPE S.A.C.,CENTRO POBLADO ASCOPE MZ 60 LOTE 2 ,LA LIBERTAD,ASCOPE,ASCOPE,1/07/2026,35.0,35.0,72.0,72.0,43437.5,43437.5,16,0,,981975069/940863817,techo_propio
H.U. URB. MARVERDE ETAPA 1 FASE 4.1.2, 002472025F,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,"PARCELA UC 3A-11, SECTOR FUNDO AGRICULTOR PREDIO CARHUABAMBA",LA LIBERTAD,VIRU,CHAO,1/07/2026,25.0,25.0,67.0,67.0,81079.05,81079.05,374,0,,955569373 / 960233058,techo_propio
MARVERDE 3.2.1.,000102025F,Desarrollo Inmobiliario Marverde S.A.C.,LOTE 3A-20 PREDIO CARHUABAMBA FUNDO AGRICULTOR CHAO,LA LIBERTAD,VIRU,CHAO,1/07/2026,25.0,25.0,69.0,69.0,84667.5,84667.5,12,0,,955569373 / 960233058,techo_propio
MARVERDE 3.2.2.,000112025F,Desarrollo Inmobiliario Marverde S.A.C.,LOTE 3A-21A PREDIO CARHUABAMBA FUNDO AGRICULTOR CHAO,LA LIBERTAD,VIRU,CHAO,1/07/2026,25.0,25.0,69.0,69.0,82883.75,82883.75,23,0,,955569373 / 960233058,techo_propio
MARVERDE FASE 2.2,000212026F,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,"MZ B1 Lote 24 urbanización Marverde I Etapa – Fase 2.1, distrito de Chao, provincia de Virú, departamento de La Libertad",LA LIBERTAD,VIRU,CHAO,1/07/2026,25.0,25.0,64.41,64.41,93695.61,93695.61,49,0,,6416100 / 946207635,techo_propio
URB. MARVERDE I ETAPA - FASE 3.2.3,001122025F,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,LOTE 3A-21B PREDIO CARHUABAMBA FUNDO AGRICULTOR,LA LIBERTAD,VIRÚ,CHAO,1/07/2026,25.0,25.0,95.59,50.0,81545.0,66535.0,78,0,,955569373 / 960233058,techo_propio
HAWAI CONDOMINIO 2,000732026F,CIMENTA GRUPO INMOBILIARIO S.A.C.,SECCIÓN ESPECIAL PREDIOS RURALES UC 12656 Y UC 00581 PREDIO TALAMBO SECTOR CERRO SERRANO-PREDIO TALAMBO SECTOR LA HOYADA,LA LIBERTAD,CHEPEN,CHEPEN,1/07/2026,48.87,25.0,139.79,50.0,98545.0,76445.0,196,0,,947887708,techo_propio
CONDOMINIO VIRGEN DE LOURDES,02102025C,GRUPO KCOMTFIANZA S.A.C,"PREDIO VILLA HERMELINDA U.C. 00555, SUB LOTE 1, VALLE JEQUETEPEQUE",LA LIBERTAD,CHEPÉN,CHEPÉN,1/07/2026,34.39,34.39,96.86,50.0,56545.0,56545.0,78,0,,939136961/ 949743973,techo_propio
HAWAI CONDOMINIO,137-2023-C,INMOBILIARIA TERRITORIO Y EDIFICACIONES EIRL,LOTE 2 PREDIO TALAMBO VALLE JEQUETEPEQUE SECTOR LA CAPILLA,LA LIBERTAD,CHEPÉN,CHEPÉN,1/07/2026,30.0,25.0,70.61,50.0,100000.0,83062.5,124,0,,044 561224 / 94788708,techo_propio
LA PLANICIE DE CHEPÉN,0116-2022-F,JNT & CONSTRUCTORES S.A.C.,"Predio Carme Luz I Sector Lurífico Parcela 21 C.P./ PARC. 04488, U.C. 04488 ",LA LIBERTAD,CHEPÉN,CHEPÉN,1/07/2026,28.0,28.0,54.0,54.0,50250.0,50250.0,382,0,,951045256,techo_propio
MULTIFAMILIAR PROGRESO,000952025F,PR & CB SERVICIOS GENERALES E.I.R.L,CENTRO POBLADO CHEPÉN SECTOR III MZ 68 LT 24,LA LIBERTAD,CHEPÉN,CHEPÉN,1/07/2026,40.29,40.29,42.33,42.33,47399.0,47399.0,8,0,,904829585,techo_propio
MULTIFAMILIAR RESIDENCIAL QUIROZ,001442025F,PR & CB SERVICIOS GENERALES E.I.R.L.,CENTRO POBLADO CHEPEN SECTOR VI MZ. 139 LOTE 9 ,LA LIBERTAD,CHEPÉN,CHEPÉN,1/07/2026,40.38,40.38,50.84,40.38,48000.0,48000.0,5,0,,904829505,techo_propio
MULTIFAMILIAR SEGURA LOZADA,000982025F,K-L-M CONTRATISTAS GENERALES  SAC,"MZ 26 LOTYE 22 SECTOR EL PORVENIR, CENTRO POBLADO PACASMAYO",LA LIBERTAD,CHEPÉN,CHEPÉN,1/07/2026,40.63,40.63,44.71,44.71,47995.0,47995.0,8,0,,044-586471 948104310,techo_propio
MULTIFAMILIAR TERRONES,01642025C,PROYECTOS SAMIRA E.I.R.L.,"CALLE JUAN CABO VASQUEZ, LOTE 7 MZ. 4 ASENTAMIENTO HUMANO CHEQUEN",LA LIBERTAD,CHEPÉN,CHEPÉN,1/07/2026,43.06,40.77,66.72,40.77,47985.0,47985.0,5,0,,986182356,techo_propio
URBANIZACIÓN LOS ALAMOS,002072025F,CREA INMOBILIARIA NORTE S.A.C.,LOTE 1 PREDIO TALAMBO VALLE JEQUETEPEQUE SECTOR LA CAPILLA,LA LIBERTAD,CHEPÉN,CHEPÉN,1/07/2026,25.3,25.3,87.5,50.0,104500.0,75900.0,129,0,,947921857,techo_propio
RESIDENCIAL PAKATNAMU ,017-2023-C,CORPORACIÓN GF S.A.C.,ASENTAMIENTO HUMANO PAKATNAMU MZ. J' LOTE 25,LA LIBERTAD,PACASMAYO,CHEPÉN/ GUADALUPE,1/07/2026,40.04,40.04,44.64,44.64,55000.0,55000.0,1,0,,960256081 - 960688377 - 960688490,techo_propio
CONJUNTO RESIDENCIAL LUCIO I,087-2023-C,SOLIDER S.A.C.,Ubic. Rural Sausal Grande Parcela 6947 U.C. 6947 - Chicama,LA LIBERTAD,ASCOPE,CHICAMA,1/07/2026,27.3,27.3,60.0,60.0,55200.0,55200.0,137,0,,945005946,techo_propio
RESIDENCIAL CHICAMA I,001252024F,CONSTRUCTORA CONSULTORA Y SERVICIOS GENERALES MC & TR S.A.C.,AA.HH. 11 DE FEBRERO MZ N LT 1A,LA LIBERTAD,ASCOPE,CHICAMA,1/07/2026,40.15,40.15,68.6,68.6,42750.0,42750.0,5,0,,"
957328082",techo_propio
URBANIZACION VALLE HERMOSO DE CHICAMA - B,0418,BECTEK CONTRATISTAS S.A.C ,LOTE LA PASCONA VII PANAMERICANA NORTE KM 590-591 SUBLOTE B SECTOR LA PASCONA,LA LIBERTAD,ASCOPE,CHICAMA,1/07/2026,25.0,25.0,50.0,50.0,76235.0,76235.0,6,0,,932129880,techo_propio
URBANIZACION VALLE HERMOSO DE CHICAMA - C,0419,BECTEK CONTRATISTAS S.A.C ,LOTE LA PASCONA VII PANAMERICANA NORTE KM 590-591 SUBLOTE C SECTOR LA PASCONA,LA LIBERTAD,ASCOPE,CHICAMA,1/07/2026,25.0,25.0,50.0,50.0,72235.0,72235.0,55,0,,932129880,techo_propio
VIVIENDA MULTIFAMILIAR EL SOL DE SAUSAL,000442026F,CONSTRUCTORA EDIFICAR PERU E.I.R.L.,"ASENTAMIENTO HUMANO ALTO PERÚ-BARRIO 2 MZ 18, LOTE 7",LA LIBERTAD,ASCOPE,CHICAMA,1/07/2026,42.58,42.13,42.58,42.13,64545.0,64545.0,10,0,,44-983141156,techo_propio
MULTIFAMILIAR NUEVO PORVENIR,000582026F,CONSTRUCTORA & FERRETERÍA ALMAZ S.A.C.,PUEBLO JOVEN EL PORVENIR SECTOR RIO SECO BARRIO 2 MZ 13 SUB LOTE 1B,LA LIBERTAD,TRUJILLO,EL PORVENIR,1/07/2026,78.87,59.66,103.77,59.66,130500.0,124500.0,14,0,,933306441,techo_propio
EDIFICIO MULTIFAMILIAR LOS LAURELES I,1842025C,CONSTRUCTORA E INVERSIONES JS S.A.C.,"AV. WICHANZAO, MZ V, LOTE 27, AA.HH. LOS LAURELES-PRIMERA ETAPA",LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,1/07/2026,40.022,40.018,55.501,40.022,47000.0,47000.0,9,0,,996964305,techo_propio
RESIDENCIAL BARRETO,000762026F,CONSTRUCTORA INCOT CONTRATISTAS E.I.R.L.,PUEBLO JOVEN FLORENCIA DE MORA BARRIO 5 MZ 13 LOTE 3,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,1/07/2026,50.16,50.02,50.16,50.02,59183.0,59183.0,10,0,,952763844/ 961655760,techo_propio
RESIDENCIAL LOS LAURELES II,0232024C,INVERSIONES FAMECA S.A.C.,ASENTAMIENTO HUMANO LOS LAURELES II MZ. H LOTE 23,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,1/07/2026,44.42,44.42,52.34,44.42,43500.0,43500.0,1,0,,916285140,techo_propio
RESIDENCIAL SANTA  ROSA,000662026F,GRUPO MINCHOLA S.A.C.,PUEBLO JOVEN FLORENCIA DE MORA BARRIO 5 MZ24 SUB LOTE 8,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,1/07/2026,50.26,49.41,55.87,49.8,112850.0,49350.0,9,0,,918429263,techo_propio
VIVIENDA MULTIFAMILIAR LOS CLAVELES,01292025C,NEGOCIACIONES NR SAC,ASENTAMIENTO HUMANO LOS SAUCES MZ. 8 LOTE 22,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,1/07/2026,51.91,45.63,63.82,49.2,46305.0,46305.0,8,0,,902423822,techo_propio
CONDOMINIO LAS PRADERAS DE GUADALUPE,000092026F,IMPORPOR EXPOR LIBERTAD E.I.R.L.,"UBIC. RURAL PREDIO LA CALERA, VALLE JEQUETEPEQUE",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,34.32,34.32,51.27,51.27,53545.0,53545.0,169,0,,949415132,techo_propio
CONDOMINIO SAN AGUSTIN ,012-2022-C ,MECLA CONSTRUCTORA Y SERVICIOS GENERALES S.A.C. ,Calle Los Arrozales S/N - Guadalupe,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,32.45,32.45,32.45,32.45,53250.0,53250.0,76,0,,987030866 ,techo_propio
CONDOMINIO VILLA DEL SOL,0077-2022-F,IMPORPOR EXPOR LIBERTAD E.I.R.L.,"UBC. RURAL PREDIOLURIFICO, SECTOR EL MOLINO, VALLE JEQUETEPEQUE, PARCELA 2 U.C. 21796 GUADALUPE",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,35.0,35.0,95.02,47.59,53500.0,43400.0,3,0,,926912150,techo_propio
GUADALUPE SGY 98,02502025C,CONSTRUCTORA Y SERVICIOS GENERALES SGY E.I.R.L.,CENTRO POBLADO GUADALUPE SECTOR 3 MZ. 28 LOTE 11,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,40.04,40.04,40.04,40.04,53500.0,53500.0,12,0,,938545367,techo_propio
"HABILITACIÓN URBANA ""VILLA VICTORIA II""",000242026F,INMOBILIUM GRUPO INMOBILIARIO S.A.C.,UBIC.RUR. PREDIO SAN MARTÍN SECTOR HUACA SIGNAN CALERA VALLE JEQUETEPEQUE AREA HA. 2.3079,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,28.0,28.0,74.45,74.45,61003.95,61003.95,252,0,,977951138,techo_propio
HABILITACIÓN URBANA RESIDENCIAL LAS FLORES DE GUADALUPE,000252025F,CONSTRUCTORA MAAROM SAC,Ubic. Rur. Predio la Calera Parcela N°281 Valle Jequetepeque U.C. 12144,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,25.5,25.5,60.4,60.4,52045.0,52045.0,49,0,,959195641,techo_propio
LOS PORTALES DEL SOL II,01632025C,VALESE CONTRATISTAS GENRALES E.I.R.L.,"UBIC. RUR. PREDIO EL MOLINO, VALLE JEQUETEPEQUE, U.C. 3707",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,35.0,35.0,71.87,48.51,99545.0,86045.0,88,0,,920535728,techo_propio
MULTIFAMILIAR  PEREZ LESCANO,218-2022-C,CORPORACIÓN GF S.A.C.,Centro Poblado Guadalupe Sector 2 Mz. 24 Lote 10,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,40.04,40.04,44.645,44.645,55000.0,55000.0,7,0,,960256081 - 960688377 - 960688490,techo_propio
MULTIFAMILIAR BUITRÓN,01652025C,PROYECTOS SAMIRA E.I.R.L.,"AV. AMERICA, LOTE 1 MANZANA A, ASENTAMIENTO HUMANO 15 DE ABRIL ",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,47.09,44.07,73.69,44.07,47985.0,47985.0,5,0,,986182356,techo_propio
MULTIFAMILIAR CORONADO,000482025F,K-L-M CONTRATISTAS GENERALES  SAC,"Lote 17, Mz. 3, Sector 1, Centro Poblado Guadalupe ",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,40.24,40.15,49.78,40.15,47995.0,47995.0,8,0,,965638464 / 996964907 / 948104310 / 948104330,techo_propio
MULTIFAMILIAR CUBA LEZMA,01662025C,PROYECTOS SAMIRA E.I.R.L.,"PASAJE PERÚ, LOTE 14, MANZANA 25, CENTRO POBLADO GUADALUPE, SECTOR 3",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,41.08,40.99,62.13,40.99,47985.0,47985.0,9,0,,986182356/983255259,techo_propio
MULTIFAMILIAR RESIDENCIAL PIEDRA LIZA,229-2022-C,CORPORACIÓN GF S.A.C.,Centro Poblado Guadalupe Sector 2 Mz. 23 Lote 35,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,40.07,40.07,44.645,44.645,55000.0,55000.0,4,0,,960256081 - 960688377 - 960688490,techo_propio
MULTIFAMILIAR VASQUEZ ,000862026F,K-L-M CONTRATISTAS GENERALES  SAC,"AA.HH. SAN AGUSTIN MZ. 1, LOTE 3",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,40.17,40.0,48.37,40.0,51842.5,51842.5,8,0,,044-586471 / 948104310,techo_propio
PAKATNAMU LM 78,01322025C,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,"ASENTAMIENTO HUMANO PAKATNAMU, MZ. ""C"" LOTE 8",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,40.09,40.09,40.11,40.08,53500.0,53500.0,6,0,,947930931,techo_propio
RESIDENCIAL ANDRES AVELINO,088-2023-C,CORPORACIÓN GF S.A.C.,CALLE ANDRÉS AVELINO CÁCERES N°110 F SECTOR TALLA,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,40.17,40.17,54.88,40.17,49500.0,49500.0,5,0,,942901586,techo_propio
RESIDENCIAL LA PALIZADA,000502026F,K-L-M CONTRATISTAS GENERALES  SAC,"CALLE SANTA ROSA NUM. 278, URB. TALLA",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,42.92,42.92,54.62,54.62,52665.0,52665.0,24,0,,044-586471 / 948104310,techo_propio
RESIDENCIAL LAS GARDENIAS,00082025C,CONSTRUCCIONES Y DISEÑOS S.A.C,"PREDIO LA CALERA, VALLE JEQUETEPEQUE, U.C. 3639, SECTOR LA CALERA",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,30.0,25.0,60.0,60.0,49805.0,46805.0,50,0,,922736444,techo_propio
RESIDENCIAL LOS HEROES,015-2023-C,CORPORACIÓN GF S.A.C.,Calle Los Héroes Mz O Lote 15 A.H. Pakatnamu,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,40.04,40.04,44.645,44.645,55000.0,55000.0,1,0,,960256081 - 960688377 - 960688490,techo_propio
RESIDENCIAL LOS PRECURSORES,000712024F,CORPORACIÓN GF S.A.C.,Asentamiento Humano Pakatnamu mz J lote 8 ,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,40.035,40.035,43.575,43.575,50000.0,50000.0,1,0,,942901586,techo_propio
URB. VIRGEN DE LA PUERTA,0303,GRUPO KCOMTFIANZA S.A.C,Ubic. Rural Predio Huerta Molino Sector El Molino Valle Jequetepeque,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,35.0,35.0,50.0,50.0,63312.5,63312.5,9,0,,939136961/ 949743973,techo_propio
URBANIZACIÓN EL SOL DE GUADALUPE,001022024F,VIVE MODERNA S.A.C,"Predio Marinuñez sector Seman-Valle Jequepeue area HA 3,6933 Uc.",LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,33.16,33.16,55.0,55.0,60145.0,60145.0,132,0,,991 135 722,techo_propio
VIVIENDA MULTIFAMILIAR LAS TORRES DE GUADALUPE,001892025F,IST CONSTRUCTORES CONSULTORES SAC,ASENTAMIENTO HUMANO 15 DE ABRIL MZ. A LT. 18,LA LIBERTAD,PACASMAYO,GUADALUPE,1/07/2026,41.72,41.48,49.04,41.48,47985.0,47985.0,9,0,,982013887,techo_propio
HABILITACIÓN URBANA NUEVA GUADALUPE,009-2022-C,MERCADO CONSTRUCTORES SAC,"Predio ""San Carlos"" sector Lurifico, parcela 46, UC 03741, valle de Jequetepeque",LA LIBERTAD,PACASMAYO ,GUADALUPE ,1/07/2026,25.51,25.51,40.0,40.0,44805.0,44805.0,476,0,,974297786,techo_propio
CONDOMINIO PUENTE AZUL,00842025C,CONSTRUCTORA GAVARI SAC,"Predio Lurifico, Parcela N°33, Sector El Molino, Valle Jequetepeque, Área 2.9531 Ha. U.C. 04070",LA LIBERTAD,Pacasmayo,Guadalupe,1/07/2026,30.0,25.0,119.09,58.07,71967.44,53730.0,259,0,,989212043,techo_propio
CONDOMINIO COSTA AZUL,002462025F,CONSTRU HOGAR S.A.C.,"VALLE MOCHE, ÁREA ""REMANENTE A"", PREDIO ""LA ESMERALDA""",LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,33.16,33.16,56.92,56.92,61545.0,61545.0,682,0,,944217779,techo_propio
EDIFICIO MULTIFAMILIAR RESIDENCIAL ROCIO I,2582025C,CONTRATISTAS RONOSA E.I.R.L.,ASENTAMIENTO HUMANO EL MILAGRO SECTOR IV MZ 8 LOTE 12A3,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,50.04,50.04,65.26,50.04,53500.0,53500.0,8,0,,938545367,techo_propio
EDIFICIO MULTIFAMILIAR RESIDENCIAL ROCÍO I,2582025C,CONTRATISTAS RONOSA E.I.R.L.,ASENTAMIENTO HUMANO EL MILAGRO SECTOR IV MZ. 8 LOTE 12A3,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,50.04,50.04,65.26,50.04,53500.0,53500.0,8,0,,938545367,techo_propio
HUANCHACO C-5,01752025C,CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,ASENTAMIENTO HUMANO VICTOR RAUL HAYA DE LA TORRE SECTOR II MZ. 67 SUBLOTE 6,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,40.13,40.09,40.13,40.09,53500.0,53500.0,9,0,,968352360,techo_propio
HUANCHACO CH-90,01972025C,CHANG CONSTRUCTORES S.A.C.,"MZ. 54, LOTE 41, PREDIO POSESIÓN INFORMAL VICTOR RAÚL II",LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,40.09,40.08,75.06,40.08,53500.0,53500.0,10,0,,991887616,techo_propio
HUANCHACO LM 96,02112025C,CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,"CALLE HÚSARES DE JUNÍN, MZ. R, LOTE 10, ASENTAMIENTO HUMANO VILLA PROGRESO",LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,40.13,40.05,40.13,40.05,55500.0,55500.0,12,0,,947930931,techo_propio
MULTIFAMILIAR CHAVIN,001922025F,LEX CONSULTORIA Y EJECUCION E.I.R.L.,ASENTAMIENTO HUMANO EL MILAGRO SECTOR X-1° DE MAYO MZ 9 LOTE 7,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,41.16,40.13,44.57,40.13,47985.0,47985.0,11,0,,973318405,techo_propio
MULTIFAMILIAR ZETA LARA,002052025F,GOYCOCHEA CONSTRUCTORA E INMOBILIARIA SAC,MANZANA 98A-LOTE 2-AA.HH VICTOR RAUL HAYA DE LA TORRE SECTOR I,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,40.2,40.14,52.9,40.12,46305.0,46305.0,9,0,,947870554,techo_propio
RESIDENCIAL MARQUINA I,00152026C,CONSTRUCTORA Y SERVICIOS GENERALES SGY E.I.R.L.,"AV. CAJABAMBA, LOTE 27-28C, MZ.54, PREDIO POSESIÓN INFORMAL VÍCTOR RAÚL II",LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,45.28,43.43,50.37,43.43,53500.0,53500.0,12,0,,938545367,techo_propio
RESIDENCIAL MARQUINA II,02392025C,CONSTRUCTORA Y SERVICIOS GENERALES SGY E.I.R.L.,LOTE 27-28 A MZ. 54 PREDIO POSESIÓN INFORMAL VÍCTOR RAÚL II,LA LIBERTAD,TRUJILLO,HUANCHACO,1/07/2026,45.2,45.2,51.96,45.15,53500.0,53500.0,12,0,,938545367,techo_propio
MULTIFAMILIAR CARBAJAL,001492025F,GOYCOCHEA CONSTRUCTORA E INMOBILIARIA S.A.C.,MANZANA N - LOTE 23 - AA.HH. VILLA JUDICIAL ,LA LIBERTAD,TRUJILLO,HUANCHACO ,1/07/2026,41.6,40.8,55.26,40.8,46305.0,46305.0,6,0,,947870554,techo_propio
URBANIZACION VILLA DEL MAR,0107-2023-F,CONSTRUCTORA E INMOBILIARIA MARANATHA S.R.L.,"PREDIO RURAL LAS CALAVERAS , SECTOR LOQUETE UC 14179-P",LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,1/07/2026,25.0,25.0,81.65,81.65,51062.5,51062.5,14,0,,956877083,techo_propio
LA ESPERANZA CH-58,02002025C,CHANG CONSTRUCTORES S.A.C.,"PUEBLO JOVEN LA ESPERANZA SECTOR JERUSALÉN BARRIO 1A, MZ. 1, LOTE 28",LA LIBERTAD,TRUJILLO,LA ESPERANZA,1/07/2026,41.04,40.07,45.75,40.07,53500.0,53500.0,14,0,,991887616,techo_propio
Residencial Santa Lucia,0238-2022-F,FJC PROMOTORA Y CONSTRUCTORA E.I.R.L.,Sector Jerusalen Barrio 3 Mz 35 Lote 22 Calle 6 de enero 460,LA LIBERTAD,TRUJILLO,LA ESPERANZA,1/07/2026,54.35,54.35,160.83,160.83,120300.0,120300.0,3,0,,957607591/ 965397954,techo_propio
H.U. URB. VILLALUZ I,425,HARAY S.A.C.,ALTO EL MORO A1 VALLESOL 4TA ETAPA ,LA LIBERTAD,TRUJILLO,LAREDO,1/07/2026,25.0,25.0,58.0,58.0,77500.0,77500.0,142,0,,924502028 / 987796887 / 924506025,techo_propio
H.U. URB. VILLALUZ II,426,HARAY S.A.C.,ALTO EL MORO A1 VALLESOL 4TA ETAPA ,LA LIBERTAD,TRUJILLO,LAREDO,1/07/2026,25.0,25.0,58.0,58.0,77500.0,77500.0,57,0,,924502028 / 987796887 / 924506025,techo_propio
HABILITACIÓN URBANA NUEVO VALLE SOL ETAPA 1 SECTOR 2,000712025F,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,Lote Alto El Moro 6 Valle Mocho III Etapa,LA LIBERTAD,TRUJILLO,LAREDO,1/07/2026,25.0,25.0,85.24,60.0,104500.0,69535.0,51,0,,955569373 / 960233058,techo_propio
HABILITACIÓN URBANA NUEVO VALLE SOL ETAPA 2 SECTOR 2,000192026F,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,"SUB LOTE 7B-2, ALTO EL MORO, SUB LOTE 7B, VALLE MOCHE, ETAPA III",LA LIBERTAD,TRUJILLO,LAREDO,1/07/2026,25.0,25.0,59.29,59.29,88152.5,88152.5,108,0,,6416100 / 946207635,techo_propio
LA MERCED URBANIZACIÓN,0095-2023-F,CONDOMINIO LA MERCED S.A.C.,SUB LOTE 1B- PREDIO TRAPICHE,LA LIBERTAD,TRUJILLO,LAREDO,1/07/2026,32.02,32.02,83.62,83.62,104500.0,104500.0,10,0,,949356499,techo_propio
NUEVO VALLE SOL ETAPA 2 SECTOR 1,000702025F,DESARROLLO INMOBILIARIO MARVERDE S.A.C.,"Sublote 7B-1, Alto El Moro, Sublote 7B, Valle Moche, Etapa III",LA LIBERTAD,TRUJILLO,LAREDO,1/07/2026,25.0,25.0,77.58,45.88,104500.0,68535.0,36,0,,955569373 / 960233058,techo_propio
